Species,Colony,depth,Site,File,DATE,TIME,PAR,Depth(m),T(C),Battery_V,Dark_Fo,Fm,Fv,Fv/Fm,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,GAIN,Light_Fo,Fm.1,Fv.1,Fv/Fm.1,Sigma.1,p.1,Alp1.1,Tau1.1,Alp2.1,Tau2.1,Alp3.1,Tau3.1,Alp4.1,Tau4.1,TauAv1.1,TauAv2.1,Pmax.e.s
Porites astreoides ,1,40,MF,20221128.001,28/11/2022,32980,339.6,0.4,26.7,15.58,145.4,248.6,103.2,0.415,291.7,0.19,0.66,509,0.15,2911,0.19,105514,--------,-------,945,21075,400,282.8,318.4,35.6,0.112,437,0.01,0.267,645,0.633,18354,0.1,29697,--------,-------,13108,14766,76.3
Porites astreoides ,1,40,MF,20221128.002,28/11/2022,32990,320.8,0.4,26.7,15.58,213.3,368.3,155,0.421,355.8,0.18,0.58,438,0.23,2548,0.2,91865,--------,-------,1037,18862,300,374.4,432.5,58.2,0.135,448.7,0.06,0.29,695,0.644,20868,0.066,21299,--------,-------,14602,15043,68.5
Porites astreoides ,1,40,MF,20221128.003,28/11/2022,33007,238.3,0.5,26.8,15.58,264.6,449.1,184.5,0.411,350.5,0.19,0.6,452,0.21,2076,0.19,76389,--------,-------,867,15260,200,457.7,524.1,66.4,0.127,444.5,0,0.313,749,0.601,19854,0.086,26428,--------,-------,13319,14450,75.1
Porites astreoides ,2,40,MF,20221128.004,28/11/2022,33028,281.5,0.5,26.8,15.57,169.8,270.7,100.9,0.373,348.2,0.17,0.5,467,0.31,3704,0.2,63971,--------,-------,1708,13885,400,224.5,255.9,31.4,0.123,362.1,0,0.358,825,0.589,17399,0.053,17542,--------,-------,11141,11482,89.8
Porites astreoides ,2,40,MF,20221128.005,28/11/2022,33037,290.1,0.5,26.8,15.56,155.8,245.1,89.3,0.364,335.1,0.17,0.58,510,0.24,4588,0.18,103461,--------,-------,1715,19984,500,229.6,259.1,29.5,0.114,384.1,0,0.347,785,0.596,18384,0.056,18452,--------,-------,11909,12279,84
Porites astreoides ,2,40,MF,20221128.006,28/11/2022,33049,304.5,0.5,26.7,15.55,122.3,195.4,73.1,0.374,310.2,0.19,0.61,472,0.19,3385,0.2,97149,--------,-------,1153,20809,600,196.9,223.8,26.9,0.12,383.6,0,0.386,778,0.517,17638,0.097,17715,--------,-------,10431,11135,95.9
Porites astreoides ,4,40,MF,20221128.007,28/11/2022,33077,242.9,0.6,28.2,15.54,207,353.7,146.7,0.415,328.7,0.2,0.6,435,0.22,2042,0.19,96704,--------,-------,864,18613,300,352.8,404.7,51.9,0.128,407.1,0,0.304,786,0.62,19504,0.077,19589,--------,-------,13350,13829,74.9
Porites astreoides ,4,40,MF,20221128.008,28/11/2022,33089,227.7,0.6,28.2,15.54,215.1,366.4,151.3,0.413,333.1,0.18,0.62,503,0.18,2136,0.2,90608,--------,-------,869,18758,300,357.8,409.1,51.3,0.125,389.8,0,0.298,788,0.649,20282,0.053,22634,--------,-------,14148,14602,70.7
Porites astreoides ,4,40,MF,20221128.009,28/11/2022,33103,237.2,0.6,28.3,15.52,201.7,348.3,146.6,0.421,324.2,0.19,0.65,514,0.16,2837,0.19,90333,--------,-------,960,18035,400,344.6,395.3,50.7,0.128,399.2,0,0.354,640,0.579,19021,0.068,22388,--------,-------,12046,12745,83
Porites astreoides ,7,40,MF,20221128.010,28/11/2022,33117,274.9,0.6,28.3,15.53,288.8,519.1,230.3,0.444,447.6,0.22,0.57,465,0.23,2094,0.2,61795,--------,-------,936,13251,200,502.6,595.8,93.3,0.157,439.3,0.17,0.318,654,0.626,20724,0.056,20974,--------,-------,13953,14346,71.7
Porites astreoides ,7,40,MF,20221128.011,28/11/2022,33126,305,0.6,28.3,15.53,272.5,487.5,215,0.441,427.6,0.23,0.57,439,0.24,2257,0.2,63250,--------,-------,972,13318,200,513.4,599.7,86.3,0.144,447.3,0.15,0.293,638,0.654,21564,0.052,21586,--------,-------,15085,15425,66.3
Porites astreoides ,7,40,MF,20221128.012,28/11/2022,33137,334.6,0.6,28.4,15.52,252.3,454.3,202,0.445,413.3,0.21,0.61,488,0.19,2350,0.2,72655,--------,-------,939,15124,200,486.8,569,82.2,0.144,441,0.07,0.319,626,0.616,20577,0.066,20877,--------,-------,13774,14242,72.6
Porites astreoides ,5,40,MF,20221128.013,28/11/2022,33163,343.8,0.6,28.4,15.52,241.7,434.6,192.9,0.444,422.8,0.23,0.55,402,0.23,2168,0.22,69472,--------,-------,922,15685,300,429.5,504.2,74.7,0.148,432.7,0.1,0.29,654,0.642,20473,0.068,20702,--------,-------,14307,14739,69.9
Porites astreoides ,5,40,MF,20221128.014,28/11/2022,33172,373.4,0.6,28.4,15.51,186.6,331.7,145.1,0.437,381.8,0.17,0.54,424,0.22,2584,0.23,81495,--------,-------,1054,19846,400,334.2,391.6,57.4,0.146,417.7,0.11,0.315,696,0.63,20601,0.054,20840,--------,-------,13962,14336,71.6
Porites astreoides ,5,40,MF,20221128.015,28/11/2022,33183,360.5,0.6,28.4,15.52,248.6,440.3,191.7,0.435,423.5,0.19,0.51,446,0.24,2228,0.25,66038,--------,-------,1020,16993,300,416.6,487.6,71.1,0.146,452.3,0.11,0.304,705,0.617,20116,0.079,20340,--------,-------,13709,14236,72.9
Porites astreoides ,6,40,MF,20221128.016,28/11/2022,33216,544.2,0.6,28.4,15.51,73.6,125,51.3,0.411,298.3,0.13,0.62,454,0.16,2987,0.22,105179,--------,-------,969,23550,900,150.3,175,24.7,0.141,376.4,0,0.335,699,0.602,19528,0.063,19571,--------,-------,12801,13226,78.1
Porites astreoides ,6,40,MF,20221128.017,28/11/2022,33229,413.7,0.6,28.4,15.5,185.2,337.9,152.6,0.452,369.9,0.2,0.58,385,0.22,2796,0.2,82341,--------,-------,1045,17243,400,342.1,398.8,56.7,0.142,433.8,0,0.273,670,0.616,18646,0.111,24553,--------,-------,13125,14393,76.2
Porites astreoides ,6,40,MF,20221128.018,28/11/2022,33241,420.5,0.6,28.4,15.5,177.9,320.2,142.4,0.445,368.3,0.17,0.58,460,0.19,2776,0.23,77924,--------,-------,1045,18750,400,272.5,322,49.5,0.154,383.9,0.01,0.35,613,0.581,19623,0.069,19730,--------,-------,12482,12979,80.1
Porites astreoides ,3,40,MF,20221128.019,28/11/2022,33259,369.8,0.6,28.4,15.5,234.2,394.5,160.4,0.406,361.3,0.16,0.49,454,0.27,2600,0.24,77469,--------,-------,1212,19339,300,400.6,459.7,59.2,0.129,456.7,0.02,0.303,670,0.604,21206,0.093,21243,--------,-------,14338,14979,69.7
Porites astreoides ,3,40,MF,20221128.020,28/11/2022,33270,320.4,0.7,28.4,15.49,285.7,494.9,209.2,0.423,389.3,0.18,0.53,414,0.26,2313,0.21,69041,--------,-------,1050,15300,200,468.9,539.1,70.2,0.13,445.3,0.09,0.301,654,0.655,23011,0.044,25311,--------,-------,15967,16382,62.6
Porites astreoides ,3,40,MF,20221128.021,28/11/2022,33279,344.3,0.7,28.5,15.49,215.8,366.9,151.1,0.412,367.1,0.15,0.52,459,0.24,2644,0.24,67125,--------,-------,1143,16844,300,360.7,418.5,57.8,0.138,438.1,0,0.306,725,0.611,20024,0.082,25406,--------,-------,13578,14553,73.6
Porites astreoides ,,40,MF,20221128.022,28/11/2022,33292,429.9,0.7,28.4,15.48,155.1,264.6,109.5,0.414,331.8,0.17,0.5,413,0.28,3162,0.21,88565,--------,-------,1401,20140,500,239,274,35,0.128,416.7,0,0.299,689,0.618,20772,0.084,20882,--------,-------,14229,14785,70.3
Porites astreoides ,,40,MF,20221128.023,28/11/2022,33304,332.9,0.7,28.5,15.48,260.8,435.9,175.1,0.402,412.9,0.2,0.54,375,0.27,2506,0.19,81471,--------,-------,1088,16698,200,436.3,498.8,62.5,0.125,460.1,0.05,0.304,638,0.619,21234,0.077,21405,--------,-------,14455,14987,69.2
Porites astreoides ,,40,MF,20221128.024,28/11/2022,33314,334.7,0.7,28.5,15.48,276.4,457.9,181.5,0.396,408,0.19,0.45,405,0.32,2823,0.23,69892,--------,-------,1408,17246,200,415.6,475.8,60.2,0.126,455.1,0.05,0.294,799,0.083,20678,0.623,20680,--------,-------,14312,14840,69.9
Porites astreoides ,5,10,MF,20221128.025,28/11/2022,33769,399.4,0.8,28.4,15.38,317.9,544.3,226.3,0.416,441.2,0.21,0.48,469,0.31,2075,0.21,55399,--------,-------,1102,12248,0,509.5,590.4,80.9,0.137,446.2,0.21,0.305,730,0.631,18096,0.064,18299,--------,-------,12439,12815,80.4
Porites astreoides ,5,10,MF,20221128.026,28/11/2022,33781,605.2,0.8,28.4,15.38,127.1,216.4,89.3,0.413,319,0.12,0.57,431,0.25,2920,0.19,92876,--------,-------,1184,18159,500,210,242.2,32.2,0.133,371.5,0,0.335,692,0.616,17603,0.05,17713,--------,-------,11647,11948,85.9
Porites astreoides ,5,10,MF,20221128.027,28/11/2022,33791,465.7,0.8,28.4,15.38,227.6,388.6,161,0.414,417.9,0.16,0.54,460,0.26,2454,0.19,63835,--------,-------,1109,13237,200,371.8,424.2,52.5,0.124,435.9,0.14,0.287,680,0.645,18993,0.068,19109,--------,-------,13353,13746,74.9
Porites astreoides ,1,10,MF,20221128.028,28/11/2022,33818,528.5,0.8,28.5,15.36,127,210,83,0.395,385.2,0.2,0.64,420,0.17,2410,0.19,96531,--------,-------,837,19417,600,244.5,276.4,31.9,0.115,502.9,0,0.284,580,0.614,19787,0.102,24526,--------,-------,13716,14819,72.9
Porites astreoides ,1,10,MF,20221128.029,28/11/2022,33831,422.7,0.8,28.4,15.35,123.1,204.8,81.7,0.399,422.9,0.23,0.65,388,0.18,2661,0.17,115750,--------,-------,872,20949,600,233,263,30,0.114,525.6,0,0.261,533,0.619,22884,0.12,22990,--------,-------,16247,17055,61.5
Porites astreoides ,1,10,MF,20221128.030,28/11/2022,33852,291.9,0.8,28.4,15.35,260.9,430.8,169.9,0.394,506.6,0.26,0.63,444,0.19,2501,0.18,86504,--------,-------,916,16652,200,494.5,560.3,65.8,0.117,556.4,0,0.265,535,0.603,21789,0.132,22040,--------,-------,15300,16192,65.4
Porites astreoides ,3,10,MF,20221128.031,28/11/2022,33964,243.9,0.8,28.4,15.33,127,200.7,73.7,0.367,328.3,0.16,0.61,371,0.18,2319,0.2,104944,--------,-------,816,22125,600,213.6,241.4,27.8,0.115,403.9,0,0.283,763,0.656,18769,0.061,18852,--------,-------,13338,13674,75
Porites astreoides ,3,10,MF,20221128.032,28/11/2022,33977,281.4,0.8,28.5,15.32,105.9,168,62.1,0.369,288.7,0.18,0.6,375,0.19,2402,0.21,105558,--------,-------,859,23114,700,166.4,189.5,23.2,0.122,353.9,0,0.346,773,0.595,16636,0.059,16724,--------,-------,10804,11152,92.6
Porites astreoides ,3,10,MF,20221128.033,28/11/2022,33993,264.1,0.8,28.5,15.33,123.8,194.9,71.1,0.365,318.5,0.16,0.62,408,0.16,2576,0.22,98817,--------,-------,851,22140,600,199.9,225.6,25.7,0.114,394.8,0,0.321,787,0.616,19106,0.063,19123,--------,-------,12829,13224,78
Porites astreoides ,10,10,MF,20221128.034,28/11/2022,34034,651.6,0.8,28.4,15.31,154.1,272.1,118.1,0.434,368.2,0.18,0.54,402,0.25,2060,0.21,62590,--------,-------,924,13742,400,261.6,301.9,40.4,0.134,412.1,0.07,0.316,546,0.614,17181,0.07,17374,--------,-------,11531,11940,86.7
Porites astreoides ,10,10,MF,20221128.035,28/11/2022,34047,648.1,0.8,28.5,15.31,133.9,236.2,102.3,0.433,354.2,0.18,0.6,422,0.21,2805,0.19,78378,--------,-------,1028,15707,500,234.7,272.1,37.4,0.137,407.1,0,0.323,590,0.579,16804,0.098,16923,--------,-------,11000,11579,90.9
Porites astreoides ,10,10,MF,20221128.036,28/11/2022,34057,446.6,0.8,28.5,15.31,194,350.4,156.4,0.446,418.6,0.22,0.57,404,0.24,2225,0.19,75696,--------,-------,942,15408,300,346.1,398.7,52.5,0.132,454,0.04,0.276,548,0.64,20009,0.084,20022,--------,-------,14144,14639,70.7
Porites astreoides ,4,10,MF,20221128.037,28/11/2022,34088,383.7,0.8,28.5,15.3,237.2,418.9,181.7,0.434,435.2,0.21,0.61,397,0.22,2112,0.17,87090,--------,-------,855,15835,300,408.6,474.6,65.9,0.139,436.8,0.13,0.3,593,0.626,19142,0.074,19439,--------,-------,13129,13598,76.2
Porites astreoides ,4,10,MF,20221128.038,28/11/2022,34100,348.6,0.8,28.6,15.29,310.3,555.7,245.4,0.442,456.2,0.23,0.58,414,0.24,2231,0.18,66949,--------,-------,940,12942,0,526,615.4,89.4,0.145,424.2,0.17,0.288,591,0.626,18677,0.086,18726,--------,-------,12974,13471,77.1
Porites astreoides ,4,10,MF,20221128.039,28/11/2022,34110,350.4,0.8,28.5,15.29,311.4,562.8,251.4,0.447,467.3,0.22,0.55,353,0.27,1933,0.18,55564,--------,-------,875,10654,0,525.9,611.6,85.7,0.14,429.4,0.22,0.293,600,0.643,18880,0.064,18972,--------,-------,13154,13528,76
Porites astreoides ,7,10,MF,20221128.040,28/11/2022,34141,437.6,0.8,28.5,15.29,81.1,145.2,64.1,0.442,307.1,0.29,0.62,340,0.2,2207,0.18,107608,--------,-------,794,20427,900,140.5,163.5,23,0.141,388.8,0,0.355,741,0.575,17118,0.07,17293,--------,-------,10867,11314,92
Porites astreoides ,7,10,MF,20221128.041,28/11/2022,34151,521,0.8,28.5,15.29,69.1,112,42.8,0.383,253.9,0.22,0.6,363,0.19,2115,0.21,130800,--------,-------,774,28074,1000,112,127.6,15.5,0.122,354.7,0,0.392,614,0.521,15090,0.087,15134,--------,-------,8878,9423,112.6
Porites astreoides ,7,10,MF,20221128.042,28/11/2022,34162,379.8,0.8,28.5,15.28,113.1,188.4,75.3,0.4,317.7,0.21,0.58,360,0.22,2167,0.2,102159,--------,-------,855,20779,600,209.9,238.2,28.3,0.119,406.7,0,0.321,691,0.621,17558,0.058,17736,--------,-------,11813,12154,84.7
Porites astreoides ,6,10,MF,20221128.043,28/11/2022,34177,294.4,0.8,28.5,15.28,126,202.9,76.9,0.379,284.1,0.18,0.62,410,0.17,3152,0.21,123539,--------,-------,999,26559,600,201.7,229.1,27.5,0.12,359,0,0.319,737,0.594,16524,0.087,16560,--------,-------,11006,11489,90.9
Porites astreoides ,6,10,MF,20221128.044,28/11/2022,34186,234,0.8,28.6,15.28,142.3,230.4,88.1,0.382,319.9,0.15,0.6,411,0.19,2548,0.21,103386,--------,-------,926,22952,500,227.7,260.5,32.8,0.126,355.7,0,0.343,699,0.597,17417,0.06,17580,--------,-------,11320,11698,88.3
Porites astreoides ,6,10,MF,20221128.045,28/11/2022,34195,213.3,0.8,28.6,15.28,137.8,219.9,82.1,0.373,320.3,0.17,0.56,396,0.22,2207,0.22,104613,--------,-------,896,23635,500,218.7,250.5,31.8,0.127,356.1,0,0.355,702,0.593,18072,0.052,18195,--------,-------,11563,11910,86.5
Porites astreoides ,9,10,MF,20221128.046,28/11/2022,34218,247.2,0.8,28.5,15.26,126.3,209.3,83,0.397,374.3,0.19,0.6,357,0.21,2047,0.19,81661,--------,-------,792,16153,600,253.8,292.1,38.3,0.131,414.2,0,0.361,661,0.536,17005,0.103,17038,--------,-------,10430,11114,95.9
Porites astreoides ,9,10,MF,20221128.047,28/11/2022,34231,235,0.8,28.6,15.27,207.3,341.7,134.4,0.393,429.8,0.2,0.58,397,0.23,2265,0.19,82965,--------,-------,921,16537,300,380.2,431.9,51.8,0.12,463.8,0.06,0.298,661,0.603,18384,0.099,18408,--------,-------,12531,13113,79.8
Porites astreoides ,9,10,MF,20221128.048,28/11/2022,34241,298.7,0.8,28.5,15.26,133,214.7,81.7,0.381,395.4,0.22,0.61,403,0.2,2274,0.19,121921,--------,-------,860,24119,500,259.4,295.7,36.3,0.123,417.7,0,0.352,646,0.099,16428,0.548,16432,--------,-------,10257,10870,97.5
Porites astreoides ,8,10,MF,20221128.049,28/11/2022,34253,237.8,0.8,28.5,15.27,121.4,198,76.6,0.387,293.1,0.17,0.62,416,0.18,2380,0.2,117414,--------,-------,852,24040,600,196.1,223.4,27.3,0.122,343.7,0,0.364,754,0.572,16833,0.064,16884,--------,-------,10579,10983,94.5
Porites astreoides ,8,10,MF,20221128.050,28/11/2022,34262,211,0.8,28.5,15.26,132.8,215.3,82.5,0.383,310.2,0.16,0.62,409,0.18,1962,0.21,112655,--------,-------,755,23772,600,230.2,261.4,31.2,0.119,368.5,0,0.322,730,0.609,18265,0.07,18294,--------,-------,12198,12622,82
Porites astreoides ,8,10,MF,20221128.051,28/11/2022,34271,241.9,0.8,28.6,15.27,100,163.5,63.6,0.389,286.7,0.19,0.58,371,0.21,1828,0.21,108781,--------,-------,751,23594,700,160.6,183.5,22.9,0.125,329.4,0,0.358,741,0.596,17545,0.046,17635,--------,-------,11240,11533,89
Porites astreoides ,2,10,MF,20221128.052,28/11/2022,34293,484.8,0.8,28.5,15.25,252.9,444.9,192,0.432,395.5,0.23,0.59,392,0.22,1875,0.19,81852,--------,-------,799,16307,200,477.6,551.9,74.3,0.135,451,0.15,0.317,581,0.611,19585,0.071,19716,--------,-------,13088,13562,76.4
Porites astreoides ,2,10,MF,20221128.053,28/11/2022,34302,367.8,0.8,28.6,15.26,198.4,348.6,150.2,0.431,437.2,0.21,0.58,391,0.22,2001,0.2,74094,--------,-------,836,15374,400,483.2,558.5,75.4,0.135,503.1,0.19,0.296,551,0.61,19737,0.094,19929,--------,-------,13473,14078,74.2
Porites astreoides ,2,10,MF,20221128.054,28/11/2022,34312,344.5,0.8,28.6,15.24,276.6,477.7,201.1,0.421,472,0.25,0.56,388,0.24,1642,0.2,65467,--------,-------,770,13509,200,480.4,554,73.6,0.133,476.9,0.2,0.309,557,0.627,20741,0.065,20851,--------,-------,14079,14518,71
Porites astreoides ,3,10,CC,20221129.001,29/11/2022,36550,423.3,0.2,28.2,15.18,69.4,112.4,43,0.383,283.7,0.17,0.67,441,0.14,3181,0.2,106051,--------,-------,907,21478,900,113.4,127.7,14.3,0.112,381.9,0,0.274,778,0.61,16189,0.116,16220,--------,-------,11408,11966,87.7
Porites astreoides ,3,10,CC,20221129.002,29/11/2022,36561,375,0.2,28.2,15.18,141.4,233.3,91.9,0.394,313.3,0.18,0.62,437,0.2,2857,0.19,79235,--------,-------,1021,15555,500,201.9,228.4,26.5,0.116,407.1,0,0.282,848,0.609,17001,0.109,17112,--------,-------,11891,12462,84.1
Porites astreoides ,3,10,CC,20221129.003,29/11/2022,36571,406.3,0.3,28.2,15.17,108.7,173.4,64.7,0.373,304.1,0.17,0.59,414,0.21,2181,0.2,148631,--------,-------,886,30526,700,192.2,217.6,25.4,0.117,409.8,0,0.334,757,0.566,16597,0.1,16701,--------,-------,10722,11321,93.3
Porites astreoides ,6,10,CC,20221129.004,29/11/2022,36612,380.7,0.3,28.2,15.15,308.6,543.6,234.9,0.432,434.1,0.24,0.55,434,0.26,1855,0.19,73092,--------,-------,887,14346,200,506.1,583,76.9,0.132,469.7,0.13,0.292,699,0.621,20648,0.087,20757,--------,-------,14265,14830,70.1
Porites astreoides ,6,10,CC,20221129.005,29/11/2022,36628,357.8,0.3,28.2,15.16,301.1,524.2,223.1,0.426,439.2,0.2,0.58,410,0.25,2127,0.17,76574,--------,-------,922,14057,200,501.3,577.6,76.3,0.132,448.5,0.11,0.298,607,0.651,21082,0.051,21176,--------,-------,14655,14990,68.2
Porites astreoides ,6,10,CC,20221129.006,29/11/2022,36638,416.1,0.3,28.2,15.16,271.6,473.2,201.6,0.426,416,0.19,0.61,476,0.21,2505,0.18,88897,--------,-------,998,16492,200,470.5,542.7,72.2,0.133,472.8,0.1,0.314,746,0.599,19290,0.086,19355,--------,-------,12912,13469,77.4
Porites astreoides ,4,10,CC,20221129.007,29/11/2022,36657,293.8,0.2,28.3,15.15,230.4,400.1,169.7,0.424,379.5,0.19,0.61,476,0.21,2154,0.18,87431,--------,-------,910,16249,300,408.4,464.2,55.8,0.12,468.7,0.03,0.298,742,0.61,18586,0.093,18656,--------,-------,12729,13278,78.6
Porites astreoides ,4,10,CC,20221129.008,29/11/2022,36668,274.1,0.2,28.2,15.14,212,369.2,157.2,0.426,378.8,0.17,0.61,486,0.21,1937,0.18,86377,--------,-------,858,16051,300,357.8,410.6,52.8,0.129,407.8,0,0.332,884,0.608,18225,0.06,18408,--------,-------,12101,12477,82.6
Porites astreoides ,4,10,CC,20221129.009,29/11/2022,36678,243.9,0.2,28.2,15.14,228,398.6,170.6,0.428,421.6,0.21,0.6,534,0.2,2089,0.2,73271,--------,-------,922,15553,300,391,445.7,54.8,0.123,469.8,0.09,0.303,783,0.613,19791,0.084,20067,--------,-------,13500,14049,74.1
Porites astreoides ,5,10,CC,20221129.010,29/11/2022,36691,234.7,0.2,28.3,15.14,179.6,299.3,119.7,0.4,386.1,0.18,0.65,487,0.14,2540,0.21,81576,--------,-------,856,17749,400,332.8,378.1,45.3,0.12,425.4,0.05,0.288,663,0.638,19722,0.074,19785,--------,-------,13789,14234,72.5
Porites astreoides ,5,10,CC,20221129.011,29/11/2022,36702,271.6,0.3,28.3,15.14,126.1,210,83.8,0.399,333.4,0.18,0.62,411,0.18,2241,0.2,111702,--------,-------,831,22492,600,234.7,266.6,31.9,0.12,423.6,0,0.3,779,0.635,19113,0.065,19208,--------,-------,13227,13616,75.6
Porites astreoides ,5,10,CC,20221129.012,29/11/2022,36713,238.8,0.3,28.3,15.13,180.8,297.7,116.8,0.392,411,0.21,0.59,465,0.2,1785,0.21,78861,--------,-------,800,17039,400,307.4,350.7,43.3,0.123,428.7,0,0.298,811,0.635,18099,0.067,23628,--------,-------,12575,13311,79.5
Porites astreoides ,2,10,CC,20221129.013,29/11/2022,36728,248.7,0.3,28.2,15.14,197.8,329.8,132,0.4,383.9,0.21,0.65,461,0.16,2207,0.19,86869,--------,-------,800,17142,400,345.4,395.1,49.7,0.126,438.4,0.01,0.318,704,0.596,18478,0.086,18498,--------,-------,12301,12837,81.3
Porites astreoides ,2,10,CC,20221129.014,29/11/2022,36736,241.9,0.2,28.2,15.12,208.8,347.8,139,0.4,430.9,0.26,0.59,492,0.21,1566,0.2,70181,--------,-------,774,14916,300,385.3,438.4,53.1,0.121,470.9,0.12,0.279,853,0.644,17957,0.077,18152,--------,-------,12788,13200,78.2
Porites astreoides ,2,10,CC,20221129.015,29/11/2022,36746,218.5,0.3,28.2,15.13,207.5,345,137.5,0.399,385.7,0.17,0.6,456,0.2,2033,0.2,80627,--------,-------,848,16833,400,371.9,424.5,52.6,0.124,450.9,0,0.301,682,0.573,17835,0.126,21975,--------,-------,11933,13199,83.8
Porites astreoides ,9,10,CC,20221129.016,29/11/2022,36764,381.2,0.3,28.2,15.12,118.2,222.4,104.2,0.469,369.9,0.23,0.63,369,0.19,1799,0.18,112633,--------,-------,705,20307,700,278.5,324.4,45.9,0.141,445.6,0,0.292,649,0.618,20386,0.09,20426,--------,-------,14046,14618,71.2
Porites astreoides ,9,10,CC,20221129.017,29/11/2022,36775,408.7,0.3,28.2,15.12,119.3,223.9,104.6,0.467,359.9,0.2,0.65,405,0.18,1981,0.18,106835,--------,-------,741,19661,700,253.6,295.3,41.7,0.141,429.6,0,0.298,676,0.613,20748,0.089,20883,--------,-------,14183,14777,70.5
Porites astreoides ,9,10,CC,20221129.018,29/11/2022,36784,385.2,0.3,28.2,15.1,187.8,351.8,164,0.466,409.3,0.22,0.6,421,0.21,1824,0.19,72216,--------,-------,792,14327,400,352.2,410.1,57.9,0.141,455.7,0,0.293,661,0.619,19488,0.087,25453,--------,-------,13438,14489,74.4
Porites astreoides ,8,10,CC,20221129.019,29/11/2022,36797,269.6,0.3,28.1,15.12,218.7,348,129.3,0.372,309.2,0.12,0.57,479,0.19,3160,0.24,85335,--------,-------,1161,21065,400,373.4,412,38.6,0.094,506.7,0,0.202,840,0.686,19066,0.111,25625,--------,-------,14915,16108,67
Porites astreoides ,8,10,CC,20221129.020,29/11/2022,36805,217.9,0.3,28.1,15.12,198.8,317.6,118.8,0.374,311.1,0.14,0.58,528,0.18,3106,0.24,87508,--------,-------,1146,22028,400,313.9,351.2,37.2,0.106,443.1,0,0.264,819,0.628,18033,0.108,24570,--------,-------,12935,14189,77.3
Porites astreoides ,8,10,CC,20221129.021,29/11/2022,36814,178.6,0.3,28.1,15.1,222,354.5,132.5,0.374,316,0.12,0.59,611,0.16,4933,0.25,85865,--------,-------,1537,22691,300,361.4,405.9,44.4,0.109,433.5,0,0.238,833,0.674,18908,0.088,25506,--------,-------,14199,15196,70.4
Porites astreoides ,10,10,CC,20221129.022,29/11/2022,36846,188.4,0.3,28.2,15.1,250.3,418.9,168.6,0.402,429.3,0.21,0.6,449,0.2,1748,0.2,78365,--------,-------,781,16292,300,420.4,486.7,66.3,0.136,433.1,0.02,0.362,743,0.548,18094,0.09,18103,--------,-------,11197,11819,89.3
Porites astreoides ,10,10,CC,20221129.023,29/11/2022,36854,178.5,0.3,28.3,15.09,274.9,457.2,182.3,0.399,433.5,0.22,0.58,452,0.22,1785,0.2,74015,--------,-------,815,15268,200,459.5,529.5,69.9,0.132,423.7,0.07,0.356,727,0.569,19639,0.075,19888,--------,-------,12358,12924,80.9
Porites astreoides ,10,10,CC,20221129.024,29/11/2022,36865,206.2,0.3,28.2,15.1,225.4,374.9,149.6,0.399,402.5,0.2,0.61,474,0.19,2002,0.2,83467,--------,-------,830,17488,300,378.7,434.2,55.6,0.128,403.2,0.06,0.316,750,0.632,19881,0.053,20255,--------,-------,13509,13864,74
Porites astreoides ,7,10,CC,20221129.025,29/11/2022,36877,256.7,0.3,28.3,15.08,117.9,192.4,74.5,0.387,273.2,0.16,0.56,413,0.22,2291,0.22,83206,--------,-------,945,19015,700,177.2,200.4,23.2,0.116,366.2,0,0.337,860,0.601,17110,0.062,17127,--------,-------,11268,11629,88.7
Porites astreoides ,7,10,CC,20221129.026,29/11/2022,36885,175.6,0.3,28.3,15.09,288.2,470.7,182.5,0.388,351.3,0.15,0.55,617,0.2,3371,0.25,63080,--------,-------,1352,16549,200,439,493.1,54.2,0.11,434.1,0,0.298,947,0.626,17917,0.076,18211,--------,-------,12445,12886,80.4
Porites astreoides ,7,10,CC,20221129.027,29/11/2022,36896,164.1,0.3,28.2,15.09,246.1,397.2,151.1,0.38,326,0.14,0.59,532,0.18,3306,0.24,75788,--------,-------,1182,18750,300,387.8,439.9,52.1,0.119,410.6,0,0.296,929,0.622,18444,0.081,18471,--------,-------,12793,13253,78.2
