"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Expression"
"Pastreoides63252",93.9703010314134,-7.44845657539377,1.22648922105719,-6.0729898375898,1.25550403597304e-09,1.93354795848626e-07,"Downregulated"
"Pastreoides41182",138.672113224089,-8.63894474633552,1.42420448569454,-6.06580363501847,1.31295467356079e-09,2.01053644358732e-07,"Downregulated"
"Pastreoides64413",7.2470094436666,-19.6813242832757,3.24631870792111,-6.06265929320271,1.33889093863802e-09,2.03866947385499e-07,"Downregulated"
"Pastreoides22847",117.67485747382,-7.41400895320414,1.22335913934959,-6.06036993939969,1.35808828700268e-09,2.05628300129265e-07,"Downregulated"
"Pastreoides52795",51.4197692672381,-8.19254866622194,1.35253585697446,-6.05717669071499,1.38531398779273e-09,2.08578755782134e-07,"Downregulated"
"Pastreoides41351",111.864589523062,-7.50119227375967,1.24191392766844,-6.0400258879795,1.54089503286941e-09,2.30714789060352e-07,"Downregulated"
"Pastreoides10840",74.6443742379371,-8.52247818084551,1.41132730195883,-6.03862631227841,1.55431732112326e-09,2.31438707854105e-07,"Downregulated"
"Pastreoides21560",152.607667583881,-7.94514644723941,1.31643982674802,-6.03532822830665,1.58639899478061e-09,2.3491779839743e-07,"Downregulated"
"Pastreoides60121",42.3661461148572,-6.7460784051511,1.12040022744703,-6.02113266303317,1.73200722313011e-09,2.55078287817374e-07,"Downregulated"
"Pastreoides31609",51.2920130940238,-5.18141387491892,0.861073616438203,-6.0173878005363,1.77254089780148e-09,2.59629074655694e-07,"Downregulated"
"Pastreoides15899",36.8618664881391,-6.87194029277462,1.1421981646056,-6.01641685805676,1.78320017910076e-09,2.59778529875376e-07,"Downregulated"
"Pastreoides20804",77.0433577130684,-5.4857544698831,0.912153631287484,-6.01406855349584,1.80923939662867e-09,2.62154897734083e-07,"Downregulated"
"Pastreoides35350",10.1460092410256,-20.280687200412,3.37305280848314,-6.0125614248928,1.82614602041971e-09,2.63189633135464e-07,"Downregulated"
"Pastreoides27232",50.1690358768912,-9.80168542284199,1.63195576164979,-6.00609750164623,1.90041933720109e-09,2.72437242323971e-07,"Downregulated"
"Pastreoides10980",7.66091337303512,-17.6065073713128,2.93300532713187,-6.00288966693759,1.93836343917135e-09,2.7640652406935e-07,"Downregulated"
"Pastreoides28125",6.91999742329152,-19.1121481700831,3.1849576053062,-6.00075433916039,1.96402945101495e-09,2.78592409127915e-07,"Downregulated"
"Pastreoides40062",27.8975199069097,-8.18214395059774,1.36533952899989,-5.99275401964751,2.0631680494335e-09,2.91122733509331e-07,"Downregulated"
"Pastreoides54970",51.6596869342719,-6.68116634263205,1.11732430280782,-5.97961247763282,2.2366907704926e-09,3.13963817476803e-07,"Downregulated"
"Pastreoides52094",71.3090705407567,-8.01668086801593,1.34157783205907,-5.97556151901514,2.29298987446674e-09,3.19261675554134e-07,"Downregulated"
"Pastreoides25747",42.8576729143897,-9.80477458639989,1.64091239310147,-5.97519686463454,2.29812493256288e-09,3.19261675554134e-07,"Downregulated"
"Pastreoides47036",135.4224542661,-9.68724649914953,1.62620248039785,-5.95697437183807,2.56950518027888e-09,3.55131969813826e-07,"Downregulated"
"Pastreoides27688",73.529119606976,-6.372740079607,1.07102624270829,-5.95012505341825,2.67937694045487e-09,3.68427999603057e-07,"Downregulated"
"Pastreoides10921",88.6397997493165,-6.99808888865876,1.17678119031722,-5.9468055287086,2.73425931358772e-09,3.72805617158654e-07,"Downregulated"
"Pastreoides10394",103.364482735547,-8.93003404950783,1.50172207692407,-5.94652911262979,2.73887841628932e-09,3.72805617158654e-07,"Downregulated"
"Pastreoides13211",61.0220287386362,-10.3716195238447,1.74550342230657,-5.94190729809017,2.81724733406368e-09,3.81545893971609e-07,"Downregulated"
"Pastreoides29677",8.55929267432361,-18.664316016142,3.14693945231972,-5.93094220557178,3.01201227848011e-09,4.0386439262347e-07,"Downregulated"
"Pastreoides26152",81.6094467493126,-6.57301131387868,1.10825210928512,-5.93097117416597,3.01148085291501e-09,4.0386439262347e-07,"Downregulated"
