Plot Title: Marthas_120,,
,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 20495262, SEN S/N: 20495262)"
15555,9/7/22 12:00,29.84
,,
15556,9/7/22 12:30,29.84
,,
15557,9/7/22 13:00,29.815
,,
15558,9/7/22 13:30,29.815
,,
15559,9/7/22 14:00,29.916
,,
15560,9/7/22 14:30,29.865
,,
15561,9/7/22 15:00,29.916
,,
15562,9/7/22 15:30,29.941
,,
15563,9/7/22 16:00,29.941
,,
15564,9/7/22 16:30,29.941
,,
15565,9/7/22 17:00,29.916
,,
15566,9/7/22 17:30,29.89
,,
15567,9/7/22 18:00,29.89
,,
15568,9/7/22 18:30,29.865
,,
15569,9/7/22 19:00,29.89
,,
15570,9/7/22 19:30,29.89
,,
15571,9/7/22 20:00,29.865
,,
15572,9/7/22 20:30,29.865
,,
15573,9/7/22 21:00,29.865
,,
15574,9/7/22 21:30,29.84
,,
15575,9/7/22 22:00,29.815
,,
15576,9/7/22 22:30,29.765
,,
15577,9/7/22 23:00,29.765
,,
15578,9/7/22 23:30,29.79
,,
15579,9/8/22 0:00,29.765
,,
15580,9/8/22 0:30,29.815
,,
15581,9/8/22 1:00,29.815
,,
15582,9/8/22 1:30,29.815
,,
15583,9/8/22 2:00,29.815
,,
15584,9/8/22 2:30,29.815
,,
15585,9/8/22 3:00,29.84
,,
15586,9/8/22 3:30,29.84
,,
15587,9/8/22 4:00,29.84
,,
15588,9/8/22 4:30,29.84
,,
15589,9/8/22 5:00,29.84
,,
15590,9/8/22 5:30,29.815
,,
15591,9/8/22 6:00,29.815
,,
15592,9/8/22 6:30,29.865
,,
15593,9/8/22 7:00,29.865
,,
15594,9/8/22 7:30,29.84
,,
15595,9/8/22 8:00,29.84
,,
15596,9/8/22 8:30,29.865
,,
15597,9/8/22 9:00,29.89
,,
15598,9/8/22 9:30,29.916
,,
15599,9/8/22 10:00,29.916
,,
15600,9/8/22 10:30,29.941
,,
15601,9/8/22 11:00,29.966
,,
15602,9/8/22 11:30,29.941
,,
15603,9/8/22 12:00,29.941
,,
15604,9/8/22 12:30,29.941
,,
15605,9/8/22 13:00,29.991
,,
15606,9/8/22 13:30,29.966
,,
15607,9/8/22 14:00,29.991
,,
15608,9/8/22 14:30,30.016
,,
15609,9/8/22 15:00,29.991
,,
15610,9/8/22 15:30,30.016
,,
15611,9/8/22 16:00,30.016
,,
15612,9/8/22 16:30,29.966
,,
15613,9/8/22 17:00,29.865
,,
15614,9/8/22 17:30,29.916
,,
15615,9/8/22 18:00,29.916
,,
15616,9/8/22 18:30,29.89
,,
15617,9/8/22 19:00,29.865
,,
15618,9/8/22 19:30,29.865
,,
15619,9/8/22 20:00,29.966
,,
15620,9/8/22 20:30,30.016
,,
15621,9/8/22 21:00,30.016
,,
15622,9/8/22 21:30,29.966
,,
15623,9/8/22 22:00,30.016
,,
15624,9/8/22 22:30,29.79
,,
15625,9/8/22 23:00,29.765
,,
15626,9/8/22 23:30,29.84
,,
15627,9/9/22 0:00,29.991
,,
15628,9/9/22 0:30,29.941
,,
15629,9/9/22 1:00,29.865
,,
15630,9/9/22 1:30,29.941
,,
15631,9/9/22 2:00,29.865
,,
15632,9/9/22 2:30,29.865
,,
15633,9/9/22 3:00,29.865
,,
15634,9/9/22 3:30,29.865
,,
15635,9/9/22 4:00,29.84
,,
15636,9/9/22 4:30,29.84
,,
15637,9/9/22 5:00,29.84
,,
15638,9/9/22 5:30,29.84
,,
15639,9/9/22 6:00,29.84
,,
15640,9/9/22 6:30,29.84
,,
15641,9/9/22 7:00,29.89
,,
15642,9/9/22 7:30,29.916
,,
15643,9/9/22 8:00,29.941
,,
15644,9/9/22 8:30,29.916
,,
15645,9/9/22 9:00,29.916
,,
15646,9/9/22 9:30,29.941
,,
15647,9/9/22 10:00,29.916
,,
15648,9/9/22 10:30,29.865
,,
15649,9/9/22 11:00,29.916
,,
15650,9/9/22 11:30,29.941
,,
15651,9/9/22 12:00,29.966
,,
15652,9/9/22 12:30,29.916
,,
15653,9/9/22 13:00,29.941
,,
15654,9/9/22 13:30,29.916
,,
15655,9/9/22 14:00,29.941
,,
15656,9/9/22 14:30,29.941
,,
15657,9/9/22 15:00,29.916
,,
15658,9/9/22 15:30,29.941
,,
15659,9/9/22 16:00,29.966
,,
15660,9/9/22 16:30,29.941
,,
15661,9/9/22 17:00,29.89
,,
15662,9/9/22 17:30,29.941
,,
15663,9/9/22 18:00,29.815
,,
15664,9/9/22 18:30,29.89
,,
15665,9/9/22 19:00,29.916
,,
15666,9/9/22 19:30,29.941
,,
15667,9/9/22 20:00,29.966
,,
15668,9/9/22 20:30,29.815
,,
15669,9/9/22 21:00,29.865
,,
15670,9/9/22 21:30,29.916
,,
15671,9/9/22 22:00,29.966
,,
15672,9/9/22 22:30,29.916
,,
15673,9/9/22 23:00,29.941
,,
15674,9/9/22 23:30,29.89
,,
15675,9/10/22 0:00,29.916
,,
15676,9/10/22 0:30,29.941
,,
15677,9/10/22 1:00,29.916
,,
15678,9/10/22 1:30,29.865
,,
15679,9/10/22 2:00,29.79
,,
15680,9/10/22 2:30,29.765
,,
15681,9/10/22 3:00,29.765
,,
15682,9/10/22 3:30,29.815
,,
15683,9/10/22 4:00,29.815
,,
15684,9/10/22 4:30,29.916
,,
15685,9/10/22 5:00,29.916
,,
15686,9/10/22 5:30,29.84
,,
15687,9/10/22 6:00,29.84
,,
15688,9/10/22 6:30,29.865
,,
15689,9/10/22 7:00,29.865
,,
15690,9/10/22 7:30,29.89
,,
15691,9/10/22 8:00,29.916
,,
15692,9/10/22 8:30,29.941
,,
15693,9/10/22 9:00,29.966
,,
15694,9/10/22 9:30,30.016
,,
15695,9/10/22 10:00,30.041
,,
15696,9/10/22 10:30,30.066
,,
15697,9/10/22 11:00,30.091
,,
15698,9/10/22 11:30,29.941
,,
15699,9/10/22 12:00,29.966
,,
15700,9/10/22 12:30,29.89
,,
15701,9/10/22 13:00,29.865
,,
15702,9/10/22 13:30,29.89
,,
15703,9/10/22 14:00,29.916
,,
15704,9/10/22 14:30,29.89
,,
15705,9/10/22 15:00,29.916
,,
15706,9/10/22 15:30,29.865
,,
15707,9/10/22 16:00,29.815
,,
15708,9/10/22 16:30,29.865
,,
15709,9/10/22 17:00,29.815
,,
15710,9/10/22 17:30,29.815
,,
15711,9/10/22 18:00,29.79
,,
15712,9/10/22 18:30,29.815
,,
15713,9/10/22 19:00,29.865
,,
15714,9/10/22 19:30,29.84
,,
15715,9/10/22 20:00,29.865
,,
15716,9/10/22 20:30,29.865
,,
15717,9/10/22 21:00,29.865
,,
15718,9/10/22 21:30,29.865
,,
15719,9/10/22 22:00,29.815
,,
15720,9/10/22 22:30,29.865
,,
15721,9/10/22 23:00,29.865
,,
15722,9/10/22 23:30,29.916
,,
15723,9/11/22 0:00,29.815
,,
15724,9/11/22 0:30,29.84
,,
15725,9/11/22 1:00,29.84
,,
15726,9/11/22 1:30,29.84
,,
15727,9/11/22 2:00,29.84
,,
15728,9/11/22 2:30,29.815
,,
15729,9/11/22 3:00,29.815
,,
15730,9/11/22 3:30,29.815
,,
15731,9/11/22 4:00,29.815
,,
15732,9/11/22 4:30,29.84
,,
15733,9/11/22 5:00,29.84
,,
15734,9/11/22 5:30,29.84
,,
15735,9/11/22 6:00,29.84
,,
15736,9/11/22 6:30,29.89
,,
15737,9/11/22 7:00,29.84
,,
15738,9/11/22 7:30,29.941
,,
15739,9/11/22 8:00,29.966
,,
15740,9/11/22 8:30,29.941
,,
15741,9/11/22 9:00,29.966
,,
15742,9/11/22 9:30,30.016
,,
15743,9/11/22 10:00,29.991
,,
15744,9/11/22 10:30,29.966
,,
15745,9/11/22 11:00,29.966
,,
15746,9/11/22 11:30,29.916
,,
15747,9/11/22 12:00,29.89
,,
15748,9/11/22 12:30,29.966
,,
15749,9/11/22 13:00,29.89
,,
15750,9/11/22 13:30,29.865
,,
15751,9/11/22 14:00,29.815
,,
15752,9/11/22 14:30,29.84
,,
15753,9/11/22 15:00,29.84
,,
15754,9/11/22 15:30,29.79
,,
15755,9/11/22 16:00,29.79
,,
15756,9/11/22 16:30,29.79
,,
15757,9/11/22 17:00,29.765
,,
15758,9/11/22 17:30,29.74
,,
15759,9/11/22 18:00,29.715
,,
15760,9/11/22 18:30,29.715
,,
15761,9/11/22 19:00,29.715
,,
15762,9/11/22 19:30,29.715
,,
15763,9/11/22 20:00,29.715
,,
15764,9/11/22 20:30,29.715
,,
15765,9/11/22 21:00,29.69
,,
15766,9/11/22 21:30,29.715
,,
15767,9/11/22 22:00,29.715
,,
15768,9/11/22 22:30,29.69
,,
15769,9/11/22 23:00,29.715
,,
15770,9/11/22 23:30,29.74
,,
15771,9/12/22 0:00,29.74
,,
15772,9/12/22 0:30,29.74
,,
15773,9/12/22 1:00,29.74
,,
15774,9/12/22 1:30,29.715
,,
15775,9/12/22 2:00,29.69
,,
15776,9/12/22 2:30,29.715
,,
15777,9/12/22 3:00,29.765
,,
15778,9/12/22 3:30,29.79
,,
15779,9/12/22 4:00,29.79
,,
15780,9/12/22 4:30,29.84
,,
15781,9/12/22 5:00,29.865
,,
15782,9/12/22 5:30,29.865
,,
15783,9/12/22 6:00,29.815
,,
15784,9/12/22 6:30,29.815
,,
15785,9/12/22 7:00,29.79
,,
15786,9/12/22 7:30,29.815
,,
15787,9/12/22 8:00,29.815
,,
15788,9/12/22 8:30,29.865
,,
15789,9/12/22 9:00,29.715
,,
15790,9/12/22 9:30,29.69
,,
15791,9/12/22 10:00,29.84
,,
15792,9/12/22 10:30,29.916
,,
15793,9/12/22 11:00,30.041
,,
15794,9/12/22 11:30,29.84
,,
15795,9/12/22 12:00,29.84
,,
15796,9/12/22 12:30,29.916
,,
15797,9/12/22 13:00,29.941
,,
15798,9/12/22 13:30,29.815
,,
15799,9/12/22 14:00,29.84
,,
15800,9/12/22 14:30,30.016
,,
15801,9/12/22 15:00,29.916
,,
15802,9/12/22 15:30,29.815
,,
15803,9/12/22 16:00,29.79
,,
15804,9/12/22 16:30,29.64
,,
15805,9/12/22 17:00,29.765
,,
15806,9/12/22 17:30,29.966
,,
15807,9/12/22 18:00,29.515
,,
15808,9/12/22 18:30,29.464
,,
15809,9/12/22 19:00,29.64
,,
15810,9/12/22 19:30,29.815
,,
15811,9/12/22 20:00,29.765
,,
15812,9/12/22 20:30,29.89
,,
15813,9/12/22 21:00,29.966
,,
15814,9/12/22 21:30,29.941
,,
15815,9/12/22 22:00,29.966
,,
15816,9/12/22 22:30,29.765
,,
15817,9/12/22 23:00,29.765
,,
15818,9/12/22 23:30,29.765
,,
15819,9/13/22 0:00,29.715
,,
15820,9/13/22 0:30,29.69
,,
15821,9/13/22 1:00,29.665
,,
15822,9/13/22 1:30,29.615
,,
15823,9/13/22 2:00,29.665
,,
15824,9/13/22 2:30,30.066
,,
15825,9/13/22 3:00,29.916
,,
15826,9/13/22 3:30,30.016
,,
15827,9/13/22 4:00,29.84
,,
15828,9/13/22 4:30,29.89
,,
15829,9/13/22 5:00,29.84
,,
15830,9/13/22 5:30,29.916
,,
15831,9/13/22 6:00,29.966
,,
15832,9/13/22 6:30,29.966
,,
15833,9/13/22 7:00,29.865
,,
15834,9/13/22 7:30,29.79
,,
15835,9/13/22 8:00,29.815
,,
15836,9/13/22 8:30,29.74
,,
15837,9/13/22 9:00,29.765
,,
15838,9/13/22 9:30,29.615
,,
15839,9/13/22 10:00,29.515
,,
15840,9/13/22 10:30,29.64
,,
15841,9/13/22 11:00,29.34
,,
15842,9/13/22 11:30,29.34
,,
15843,9/13/22 12:00,29.315
,,
15844,9/13/22 12:30,29.265
,,
15845,9/13/22 13:00,29.414
,,
15846,9/13/22 13:30,29.49
,,
15847,9/13/22 14:00,29.464
,,
15848,9/13/22 14:30,29.464
,,
15849,9/13/22 15:00,29.464
,,
15850,9/13/22 15:30,29.515
,,
15851,9/13/22 16:00,29.49
,,
15852,9/13/22 16:30,29.49
,,
15853,9/13/22 17:00,29.64
,,
15854,9/13/22 17:30,29.74
,,
15855,9/13/22 18:00,29.765
,,
15856,9/13/22 18:30,29.765
,,
15857,9/13/22 19:00,29.715
,,
15858,9/13/22 19:30,29.79
,,
15859,9/13/22 20:00,29.815
,,
15860,9/13/22 20:30,29.79
,,
15861,9/13/22 21:00,29.815
,,
15862,9/13/22 21:30,29.815
,,
15863,9/13/22 22:00,29.79
,,
15864,9/13/22 22:30,29.815
,,
15865,9/13/22 23:00,29.815
,,
15866,9/13/22 23:30,29.79
,,
15867,9/14/22 0:00,29.765
,,
15868,9/14/22 0:30,29.765
,,
15869,9/14/22 1:00,29.74
,,
15870,9/14/22 1:30,29.715
,,
15871,9/14/22 2:00,29.64
,,
15872,9/14/22 2:30,29.64
,,
15873,9/14/22 3:00,29.64
,,
15874,9/14/22 3:30,29.64
,,
15875,9/14/22 4:00,29.665
,,
15876,9/14/22 4:30,29.765
,,
15877,9/14/22 5:00,29.916
,,
15878,9/14/22 5:30,29.865
,,
15879,9/14/22 6:00,29.941
,,
15880,9/14/22 6:30,29.941
,,
15881,9/14/22 7:00,29.991
,,
15882,9/14/22 7:30,30.016
,,
15883,9/14/22 8:00,30.016
,,
15884,9/14/22 8:30,29.815
,,
15885,9/14/22 9:00,29.84
,,
15886,9/14/22 9:30,29.865
,,
15887,9/14/22 10:00,29.765
,,
15888,9/14/22 10:30,29.74
,,
15889,9/14/22 11:00,29.69
,,
15890,9/14/22 11:30,29.665
,,
15891,9/14/22 12:00,29.665
,,
15892,9/14/22 12:30,29.59
,,
15893,9/14/22 13:00,29.565
,,
15894,9/14/22 13:30,29.54
,,
15895,9/14/22 14:00,29.765
,,
15896,9/14/22 14:30,29.89
,,
15897,9/14/22 15:00,29.966
,,
15898,9/14/22 15:30,30.016
,,
15899,9/14/22 16:00,30.016
,,
15900,9/14/22 16:30,30.016
,,
15901,9/14/22 17:00,30.016
,,
15902,9/14/22 17:30,30.016
,,
15903,9/14/22 18:00,30.016
,,
15904,9/14/22 18:30,30.016
,,
15905,9/14/22 19:00,29.991
,,
15906,9/14/22 19:30,29.941
,,
15907,9/14/22 20:00,29.916
,,
15908,9/14/22 20:30,29.916
,,
15909,9/14/22 21:00,29.941
,,
15910,9/14/22 21:30,29.916
,,
15911,9/14/22 22:00,29.916
,,
15912,9/14/22 22:30,29.916
,,
15913,9/14/22 23:00,29.89
,,
15914,9/14/22 23:30,29.84
,,
15915,9/15/22 0:00,29.765
,,
15916,9/15/22 0:30,29.715
,,
15917,9/15/22 1:00,29.715
,,
15918,9/15/22 1:30,29.765
,,
15919,9/15/22 2:00,29.815
,,
15920,9/15/22 2:30,29.815
,,
15921,9/15/22 3:00,29.79
,,
15922,9/15/22 3:30,29.815
,,
15923,9/15/22 4:00,29.74
,,
15924,9/15/22 4:30,29.79
,,
15925,9/15/22 5:00,29.69
,,
15926,9/15/22 5:30,29.64
,,
15927,9/15/22 6:00,29.615
,,
15928,9/15/22 6:30,29.59
,,
15929,9/15/22 7:00,29.59
,,
15930,9/15/22 7:30,29.59
,,
15931,9/15/22 8:00,29.64
,,
15932,9/15/22 8:30,29.715
,,
15933,9/15/22 9:00,29.815
,,
15934,9/15/22 9:30,29.765
,,
15935,9/15/22 10:00,29.765
,,
15936,9/15/22 10:30,29.765
,,
15937,9/15/22 11:00,29.74
,,
15938,9/15/22 11:30,29.79
,,
15939,9/15/22 12:00,29.815
,,
15940,9/15/22 12:30,29.815
,,
15941,9/15/22 13:00,29.815
,,
15942,9/15/22 13:30,29.79
,,
15943,9/15/22 14:00,29.74
,,
15944,9/15/22 14:30,29.79
,,
15945,9/15/22 15:00,29.815
,,
15946,9/15/22 15:30,29.765
,,
15947,9/15/22 16:00,29.765
,,
15948,9/15/22 16:30,29.765
,,
15949,9/15/22 17:00,29.765
,,
15950,9/15/22 17:30,29.715
,,
15951,9/15/22 18:00,29.74
,,
15952,9/15/22 18:30,29.74
,,
15953,9/15/22 19:00,29.715
,,
15954,9/15/22 19:30,29.715
,,
15955,9/15/22 20:00,29.74
,,
15956,9/15/22 20:30,29.715
,,
15957,9/15/22 21:00,29.74
,,
15958,9/15/22 21:30,29.765
,,
15959,9/15/22 22:00,29.715
,,
15960,9/15/22 22:30,29.715
,,
15961,9/15/22 23:00,29.815
,,
15962,9/15/22 23:30,29.84
,,
15963,9/16/22 0:00,29.815
,,
15964,9/16/22 0:30,29.815
,,
15965,9/16/22 1:00,29.715
,,
15966,9/16/22 1:30,29.715
,,
15967,9/16/22 2:00,29.715
,,
15968,9/16/22 2:30,29.74
,,
15969,9/16/22 3:00,29.715
,,
15970,9/16/22 3:30,29.715
,,
15971,9/16/22 4:00,29.715
,,
15972,9/16/22 4:30,29.865
,,
15973,9/16/22 5:00,29.916
,,
15974,9/16/22 5:30,29.941
,,
15975,9/16/22 6:00,29.89
,,
15976,9/16/22 6:30,29.916
,,
15977,9/16/22 7:00,29.89
,,
15978,9/16/22 7:30,29.89
,,
15979,9/16/22 8:00,29.89
,,
15980,9/16/22 8:30,29.89
,,
15981,9/16/22 9:00,29.865
,,
15982,9/16/22 9:30,29.941
,,
15983,9/16/22 10:00,29.941
,,
15984,9/16/22 10:30,29.941
,,
15985,9/16/22 11:00,29.966
,,
15986,9/16/22 11:30,30.016
,,
15987,9/16/22 12:00,30.041
,,
15988,9/16/22 12:30,30.066
,,
15989,9/16/22 13:00,30.066
,,
15990,9/16/22 13:30,30.066
,,
15991,9/16/22 14:00,30.041
,,
15992,9/16/22 14:30,30.066
,,
15993,9/16/22 15:00,30.041
,,
15994,9/16/22 15:30,30.016
,,
15995,9/16/22 16:00,30.016
,,
15996,9/16/22 16:30,30.016
,,
15997,9/16/22 17:00,29.991
,,
15998,9/16/22 17:30,29.991
,,
15999,9/16/22 18:00,29.991
,,
16000,9/16/22 18:30,29.966
,,
16001,9/16/22 19:00,29.966
,,
16002,9/16/22 19:30,29.966
,,
16003,9/16/22 20:00,29.966
,,
16004,9/16/22 20:30,29.991
,,
16005,9/16/22 21:00,29.991
,,
16006,9/16/22 21:30,29.991
,,
16007,9/16/22 22:00,29.991
,,
16008,9/16/22 22:30,29.966
,,
16009,9/16/22 23:00,29.89
,,
16010,9/16/22 23:30,29.865
,,
16011,9/17/22 0:00,29.916
,,
16012,9/17/22 0:30,29.916
,,
16013,9/17/22 1:00,29.916
,,
16014,9/17/22 1:30,29.941
,,
16015,9/17/22 2:00,29.916
,,
16016,9/17/22 2:30,29.916
,,
16017,9/17/22 3:00,29.941
,,
16018,9/17/22 3:30,29.941
,,
16019,9/17/22 4:00,29.865
,,
16020,9/17/22 4:30,29.815
,,
16021,9/17/22 5:00,29.815
,,
16022,9/17/22 5:30,29.84
,,
16023,9/17/22 6:00,29.74
,,
16024,9/17/22 6:30,29.69
,,
16025,9/17/22 7:00,29.69
,,
16026,9/17/22 7:30,29.74
,,
16027,9/17/22 8:00,29.89
,,
16028,9/17/22 8:30,29.916
,,
16029,9/17/22 9:00,29.941
,,
16030,9/17/22 9:30,29.966
,,
16031,9/17/22 10:00,29.941
,,
16032,9/17/22 10:30,29.941
,,
16033,9/17/22 11:00,29.991
,,
16034,9/17/22 11:30,30.016
,,
16035,9/17/22 12:00,29.991
,,
16036,9/17/22 12:30,29.991
,,
16037,9/17/22 13:00,30.041
,,
16038,9/17/22 13:30,30.041
,,
16039,9/17/22 14:00,30.041
,,
16040,9/17/22 14:30,29.966
,,
16041,9/17/22 15:00,29.966
,,
16042,9/17/22 15:30,30.016
,,
16043,9/17/22 16:00,30.066
,,
16044,9/17/22 16:30,30.066
,,
16045,9/17/22 17:00,30.041
,,
16046,9/17/22 17:30,30.041
,,
16047,9/17/22 18:00,30.041
,,
16048,9/17/22 18:30,30.041
,,
16049,9/17/22 19:00,30.041
,,
16050,9/17/22 19:30,30.041
,,
16051,9/17/22 20:00,29.991
,,
16052,9/17/22 20:30,29.966
,,
16053,9/17/22 21:00,30.041
,,
16054,9/17/22 21:30,29.991
,,
16055,9/17/22 22:00,30.041
,,
16056,9/17/22 22:30,30.041
,,
16057,9/17/22 23:00,29.991
,,
16058,9/17/22 23:30,29.966
,,
16059,9/18/22 0:00,29.991
,,
16060,9/18/22 0:30,30.016
,,
16061,9/18/22 1:00,30.016
,,
16062,9/18/22 1:30,30.016
,,
16063,9/18/22 2:00,30.016
,,
16064,9/18/22 2:30,30.041
,,
16065,9/18/22 3:00,30.041
,,
16066,9/18/22 3:30,30.041
,,
16067,9/18/22 4:00,30.041
,,
16068,9/18/22 4:30,30.041
,,
16069,9/18/22 5:00,30.041
,,
16070,9/18/22 5:30,29.815
,,
16071,9/18/22 6:00,29.865
,,
16072,9/18/22 6:30,29.84
,,
16073,9/18/22 7:00,29.865
,,
16074,9/18/22 7:30,29.84
,,
16075,9/18/22 8:00,29.765
,,
16076,9/18/22 8:30,29.79
,,
16077,9/18/22 9:00,29.815
,,
16078,9/18/22 9:30,29.815
,,
16079,9/18/22 10:00,29.79
,,
16080,9/18/22 10:30,29.765
,,
16081,9/18/22 11:00,29.59
,,
16082,9/18/22 11:30,29.615
,,
16083,9/18/22 12:00,29.69
,,
16084,9/18/22 12:30,29.715
,,
16085,9/18/22 13:00,29.74
,,
16086,9/18/22 13:30,29.79
,,
16087,9/18/22 14:00,29.89
,,
16088,9/18/22 14:30,29.966
,,
16089,9/18/22 15:00,29.966
,,
16090,9/18/22 15:30,30.041
,,
16091,9/18/22 16:00,30.066
,,
16092,9/18/22 16:30,30.041
,,
16093,9/18/22 17:00,30.041
,,
16094,9/18/22 17:30,30.041
,,
16095,9/18/22 18:00,30.041
,,
16096,9/18/22 18:30,30.016
,,
16097,9/18/22 19:00,30.016
,,
16098,9/18/22 19:30,30.041
,,
16099,9/18/22 20:00,30.041
,,
16100,9/18/22 20:30,30.016
,,
16101,9/18/22 21:00,29.966
,,
16102,9/18/22 21:30,29.916
,,
16103,9/18/22 22:00,29.89
,,
16104,9/18/22 22:30,29.89
,,
16105,9/18/22 23:00,29.89
,,
16106,9/18/22 23:30,29.89
,,
16107,9/19/22 0:00,29.89
,,
16108,9/19/22 0:30,29.89
,,
16109,9/19/22 1:00,29.916
,,
16110,9/19/22 1:30,29.89
,,
16111,9/19/22 2:00,29.916
,,
16112,9/19/22 2:30,29.941
,,
16113,9/19/22 3:00,29.966
,,
16114,9/19/22 3:30,29.966
,,
16115,9/19/22 4:00,29.991
,,
16116,9/19/22 4:30,29.991
,,
16117,9/19/22 5:00,30.016
,,
16118,9/19/22 5:30,30.016
,,
16119,9/19/22 6:00,30.016
,,
16120,9/19/22 6:30,30.016
,,
16121,9/19/22 7:00,30.041
,,
16122,9/19/22 7:30,30.041
,,
16123,9/19/22 8:00,30.041
,,
16124,9/19/22 8:30,29.941
,,
16125,9/19/22 9:00,29.941
,,
16126,9/19/22 9:30,29.715
,,
16127,9/19/22 10:00,29.665
,,
16128,9/19/22 10:30,29.64
,,
16129,9/19/22 11:00,29.64
,,
16130,9/19/22 11:30,29.64
,,
16131,9/19/22 12:00,29.69
,,
16132,9/19/22 12:30,29.74
,,
16133,9/19/22 13:00,29.79
,,
16134,9/19/22 13:30,30.041
,,
16135,9/19/22 14:00,30.066
,,
16136,9/19/22 14:30,30.142
,,
16137,9/19/22 15:00,30.066
,,
16138,9/19/22 15:30,30.142
,,
16139,9/19/22 16:00,30.142
,,
16140,9/19/22 16:30,30.117
,,
16141,9/19/22 17:00,30.117
,,
16142,9/19/22 17:30,30.117
,,
16143,9/19/22 18:00,30.091
,,
16144,9/19/22 18:30,30.041
,,
16145,9/19/22 19:00,30.066
,,
16146,9/19/22 19:30,30.066
,,
16147,9/19/22 20:00,30.066
,,
16148,9/19/22 20:30,30.066
,,
16149,9/19/22 21:00,30.091
,,
16150,9/19/22 21:30,30.066
,,
16151,9/19/22 22:00,30.091
,,
16152,9/19/22 22:30,30.091
,,
16153,9/19/22 23:00,30.066
,,
16154,9/19/22 23:30,30.066
,,
16155,9/20/22 0:00,30.066
,,
16156,9/20/22 0:30,30.066
,,
16157,9/20/22 1:00,30.066
,,
16158,9/20/22 1:30,30.041
,,
16159,9/20/22 2:00,30.041
,,
16160,9/20/22 2:30,30.041
,,
16161,9/20/22 3:00,30.066
,,
16162,9/20/22 3:30,30.016
,,
16163,9/20/22 4:00,30.041
,,
16164,9/20/22 4:30,30.091
,,
16165,9/20/22 5:00,30.066
,,
16166,9/20/22 5:30,30.016
,,
16167,9/20/22 6:00,29.715
,,
16168,9/20/22 6:30,29.74
,,
16169,9/20/22 7:00,29.715
,,
16170,9/20/22 7:30,29.715
,,
16171,9/20/22 8:00,29.665
,,
16172,9/20/22 8:30,29.69
,,
16173,9/20/22 9:00,29.74
,,
16174,9/20/22 9:30,29.815
,,
16175,9/20/22 10:00,29.916
,,
16176,9/20/22 10:30,29.941
,,
16177,9/20/22 11:00,29.966
,,
16178,9/20/22 11:30,29.966
,,
16179,9/20/22 12:00,29.966
,,
16180,9/20/22 12:30,29.991
,,
16181,9/20/22 13:00,30.016
,,
16182,9/20/22 13:30,30.016
,,
16183,9/20/22 14:00,30.016
,,
16184,9/20/22 14:30,30.041
,,
16185,9/20/22 15:00,30.041
,,
16186,9/20/22 15:30,30.041
,,
16187,9/20/22 16:00,30.041
,,
16188,9/20/22 16:30,29.74
,,
16189,9/20/22 17:00,29.916
,,
16190,9/20/22 17:30,29.991
,,
16191,9/20/22 18:00,30.016
,,
16192,9/20/22 18:30,30.016
,,
16193,9/20/22 19:00,30.016
,,
16194,9/20/22 19:30,30.041
,,
16195,9/20/22 20:00,30.041
,,
16196,9/20/22 20:30,30.016
,,
16197,9/20/22 21:00,30.066
,,
16198,9/20/22 21:30,29.966
,,
16199,9/20/22 22:00,29.991
,,
16200,9/20/22 22:30,30.041
,,
16201,9/20/22 23:00,30.066
,,
16202,9/20/22 23:30,29.966
,,
16203,9/21/22 0:00,29.941
,,
16204,9/21/22 0:30,29.916
,,
16205,9/21/22 1:00,29.916
,,
16206,9/21/22 1:30,29.941
,,
16207,9/21/22 2:00,29.941
,,
16208,9/21/22 2:30,29.966
,,
16209,9/21/22 3:00,29.991
,,
16210,9/21/22 3:30,29.991
,,
16211,9/21/22 4:00,30.016
,,
16212,9/21/22 4:30,30.016
,,
16213,9/21/22 5:00,29.84
,,
16214,9/21/22 5:30,29.815
,,
16215,9/21/22 6:00,29.79
,,
16216,9/21/22 6:30,29.865
,,
16217,9/21/22 7:00,29.815
,,
16218,9/21/22 7:30,29.815
,,
16219,9/21/22 8:00,29.815
,,
16220,9/21/22 8:30,29.916
,,
16221,9/21/22 9:00,29.865
,,
16222,9/21/22 9:30,29.865
,,
16223,9/21/22 10:00,29.89
,,
16224,9/21/22 10:30,29.765
,,
16225,9/21/22 11:00,29.79
,,
16226,9/21/22 11:30,29.765
,,
16227,9/21/22 12:00,29.79
,,
16228,9/21/22 12:30,29.665
,,
16229,9/21/22 13:00,29.54
,,
16230,9/21/22 13:30,29.54
,,
16231,9/21/22 14:00,29.365
,,
16232,9/21/22 14:30,29.74
,,
16233,9/21/22 15:00,29.89
,,
16234,9/21/22 15:30,29.916
,,
16235,9/21/22 16:00,30.016
,,
16236,9/21/22 16:30,29.916
,,
16237,9/21/22 17:00,29.916
,,
16238,9/21/22 17:30,29.941
,,
16239,9/21/22 18:00,30.041
,,
16240,9/21/22 18:30,30.066
,,
16241,9/21/22 19:00,30.117
,,
16242,9/21/22 19:30,30.117
,,
16243,9/21/22 20:00,30.142
,,
16244,9/21/22 20:30,30.117
,,
16245,9/21/22 21:00,30.117
,,
16246,9/21/22 21:30,30.117
,,
16247,9/21/22 22:00,30.142
,,
16248,9/21/22 22:30,30.167
,,
16249,9/21/22 23:00,30.217
,,
16250,9/21/22 23:30,30.117
