Plot Title: Marthas_40,,
,,
#,"Date Time, GMT-05:00","Temp, °C (LGR S/N: 20495263, SEN S/N: 20495263)"
12956,7/15/22 10:30,29.59
,,
12957,7/15/22 11:00,29.615
,,
12958,7/15/22 11:30,29.64
,,
12959,7/15/22 12:00,29.64
,,
12960,7/15/22 12:30,29.665
,,
12961,7/15/22 13:00,29.615
,,
12962,7/15/22 13:30,29.765
,,
12963,7/15/22 14:00,29.765
,,
12964,7/15/22 14:30,29.615
,,
12965,7/15/22 15:00,29.34
,,
12966,7/15/22 15:30,29.464
,,
12967,7/15/22 16:00,29.54
,,
12968,7/15/22 16:30,29.565
,,
12969,7/15/22 17:00,29.54
,,
12970,7/15/22 17:30,29.24
,,
12971,7/15/22 18:00,28.965
,,
12972,7/15/22 18:30,28.965
,,
12973,7/15/22 19:00,29.19
,,
12974,7/15/22 19:30,29.115
,,
12975,7/15/22 20:00,29.165
,,
12976,7/15/22 20:30,29.215
,,
12977,7/15/22 21:00,29.265
,,
12978,7/15/22 21:30,29.265
,,
12979,7/15/22 22:00,29.265
,,
12980,7/15/22 22:30,29.24
,,
12981,7/15/22 23:00,29.265
,,
12982,7/15/22 23:30,29.29
,,
12983,7/16/22 0:00,29.265
,,
12984,7/16/22 0:30,29.29
,,
12985,7/16/22 1:00,29.265
,,
12986,7/16/22 1:30,29.265
,,
12987,7/16/22 2:00,29.265
,,
12988,7/16/22 2:30,29.265
,,
12989,7/16/22 3:00,29.315
,,
12990,7/16/22 3:30,29.34
,,
12991,7/16/22 4:00,29.34
,,
12992,7/16/22 4:30,29.34
,,
12993,7/16/22 5:00,29.365
,,
12994,7/16/22 5:30,29.389
,,
12995,7/16/22 6:00,29.414
,,
12996,7/16/22 6:30,29.439
,,
12997,7/16/22 7:00,29.464
,,
12998,7/16/22 7:30,29.515
,,
12999,7/16/22 8:00,29.54
,,
13000,7/16/22 8:30,29.565
,,
13001,7/16/22 9:00,29.59
,,
13002,7/16/22 9:30,29.64
,,
13003,7/16/22 10:00,29.69
,,
13004,7/16/22 10:30,29.665
,,
13005,7/16/22 11:00,29.59
,,
13006,7/16/22 11:30,29.54
,,
13007,7/16/22 12:00,29.515
,,
13008,7/16/22 12:30,29.565
,,
13009,7/16/22 13:00,29.64
,,
13010,7/16/22 13:30,29.64
,,
13011,7/16/22 14:00,29.765
,,
13012,7/16/22 14:30,29.79
,,
13013,7/16/22 15:00,29.815
,,
13014,7/16/22 15:30,29.765
,,
13015,7/16/22 16:00,29.715
,,
13016,7/16/22 16:30,29.69
,,
13017,7/16/22 17:00,29.715
,,
13018,7/16/22 17:30,29.615
,,
13019,7/16/22 18:00,29.615
,,
13020,7/16/22 18:30,29.54
,,
13021,7/16/22 19:00,29.464
,,
13022,7/16/22 19:30,29.439
,,
13023,7/16/22 20:00,29.439
,,
13024,7/16/22 20:30,29.464
,,
13025,7/16/22 21:00,29.464
,,
13026,7/16/22 21:30,29.515
,,
13027,7/16/22 22:00,29.515
,,
13028,7/16/22 22:30,29.54
,,
13029,7/16/22 23:00,29.54
,,
13030,7/16/22 23:30,29.54
,,
13031,7/17/22 0:00,29.54
,,
13032,7/17/22 0:30,29.54
,,
13033,7/17/22 1:00,29.54
,,
13034,7/17/22 1:30,29.54
,,
13035,7/17/22 2:00,29.54
,,
13036,7/17/22 2:30,29.54
,,
13037,7/17/22 3:00,29.54
,,
13038,7/17/22 3:30,29.565
,,
13039,7/17/22 4:00,29.565
,,
13040,7/17/22 4:30,29.565
,,
13041,7/17/22 5:00,29.565
,,
13042,7/17/22 5:30,29.565
,,
13043,7/17/22 6:00,29.565
,,
13044,7/17/22 6:30,29.59
,,
13045,7/17/22 7:00,29.615
,,
13046,7/17/22 7:30,29.615
,,
13047,7/17/22 8:00,29.64
,,
13048,7/17/22 8:30,29.64
,,
13049,7/17/22 9:00,29.69
,,
13050,7/17/22 9:30,29.715
,,
13051,7/17/22 10:00,29.765
,,
13052,7/17/22 10:30,29.715
,,
13053,7/17/22 11:00,29.715
,,
13054,7/17/22 11:30,29.79
,,
13055,7/17/22 12:00,29.865
,,
13056,7/17/22 12:30,29.84
,,
13057,7/17/22 13:00,29.79
,,
13058,7/17/22 13:30,29.84
,,
13059,7/17/22 14:00,29.865
,,
13060,7/17/22 14:30,29.865
,,
13061,7/17/22 15:00,29.89
,,
13062,7/17/22 15:30,29.84
,,
13063,7/17/22 16:00,29.815
,,
13064,7/17/22 16:30,29.715
,,
13065,7/17/22 17:00,29.69
,,
13066,7/17/22 17:30,29.715
,,
13067,7/17/22 18:00,29.665
,,
13068,7/17/22 18:30,29.59
,,
13069,7/17/22 19:00,29.565
,,
13070,7/17/22 19:30,29.565
,,
13071,7/17/22 20:00,29.565
,,
13072,7/17/22 20:30,29.615
,,
13073,7/17/22 21:00,29.64
,,
13074,7/17/22 21:30,29.64
,,
13075,7/17/22 22:00,29.64
,,
13076,7/17/22 22:30,29.665
,,
13077,7/17/22 23:00,29.665
,,
13078,7/17/22 23:30,29.715
,,
13079,7/18/22 0:00,29.74
,,
13080,7/18/22 0:30,29.79
,,
13081,7/18/22 1:00,29.79
,,
13082,7/18/22 1:30,29.815
,,
13083,7/18/22 2:00,29.815
,,
13084,7/18/22 2:30,29.815
,,
13085,7/18/22 3:00,29.79
,,
13086,7/18/22 3:30,29.79
,,
13087,7/18/22 4:00,29.79
,,
13088,7/18/22 4:30,29.79
,,
13089,7/18/22 5:00,29.79
,,
13090,7/18/22 5:30,29.765
,,
13091,7/18/22 6:00,29.765
,,
13092,7/18/22 6:30,29.79
,,
13093,7/18/22 7:00,29.79
,,
13094,7/18/22 7:30,29.815
,,
13095,7/18/22 8:00,29.815
,,
13096,7/18/22 8:30,29.815
,,
13097,7/18/22 9:00,29.916
,,
13098,7/18/22 9:30,29.941
,,
13099,7/18/22 10:00,29.865
,,
13100,7/18/22 10:30,29.941
,,
13101,7/18/22 11:00,30.041
,,
13102,7/18/22 11:30,30.066
,,
13103,7/18/22 12:00,30.117
,,
13104,7/18/22 12:30,29.991
,,
13105,7/18/22 13:00,29.991
,,
13106,7/18/22 13:30,29.941
,,
13107,7/18/22 14:00,29.966
,,
13108,7/18/22 14:30,29.941
,,
13109,7/18/22 15:00,29.89
,,
13110,7/18/22 15:30,29.84
,,
13111,7/18/22 16:00,29.865
,,
13112,7/18/22 16:30,29.89
,,
13113,7/18/22 17:00,29.89
,,
13114,7/18/22 17:30,29.84
,,
13115,7/18/22 18:00,29.815
,,
13116,7/18/22 18:30,29.815
,,
13117,7/18/22 19:00,29.815
,,
13118,7/18/22 19:30,29.79
,,
13119,7/18/22 20:00,29.765
,,
13120,7/18/22 20:30,29.765
,,
13121,7/18/22 21:00,29.79
,,
13122,7/18/22 21:30,29.79
,,
13123,7/18/22 22:00,29.79
,,
13124,7/18/22 22:30,29.79
,,
13125,7/18/22 23:00,29.815
,,
13126,7/18/22 23:30,29.815
,,
13127,7/19/22 0:00,29.815
,,
13128,7/19/22 0:30,29.815
,,
13129,7/19/22 1:00,29.815
,,
13130,7/19/22 1:30,29.815
,,
13131,7/19/22 2:00,29.815
,,
13132,7/19/22 2:30,29.815
,,
13133,7/19/22 3:00,29.815
,,
13134,7/19/22 3:30,29.815
,,
13135,7/19/22 4:00,29.79
,,
13136,7/19/22 4:30,29.815
,,
13137,7/19/22 5:00,29.79
,,
13138,7/19/22 5:30,29.815
,,
13139,7/19/22 6:00,29.815
,,
13140,7/19/22 6:30,29.815
,,
13141,7/19/22 7:00,29.815
,,
13142,7/19/22 7:30,29.84
,,
13143,7/19/22 8:00,29.865
,,
13144,7/19/22 8:30,29.865
,,
13145,7/19/22 9:00,29.89
,,
13146,7/19/22 9:30,29.89
,,
13147,7/19/22 10:00,29.916
,,
13148,7/19/22 10:30,29.941
,,
13149,7/19/22 11:00,29.916
,,
13150,7/19/22 11:30,29.991
,,
13151,7/19/22 12:00,29.966
,,
13152,7/19/22 12:30,29.916
,,
13153,7/19/22 13:00,29.815
,,
13154,7/19/22 13:30,29.916
,,
13155,7/19/22 14:00,29.89
,,
13156,7/19/22 14:30,29.84
,,
13157,7/19/22 15:00,29.916
,,
13158,7/19/22 15:30,29.916
,,
13159,7/19/22 16:00,29.916
,,
13160,7/19/22 16:30,29.865
,,
13161,7/19/22 17:00,29.89
,,
13162,7/19/22 17:30,29.865
,,
13163,7/19/22 18:00,29.865
,,
13164,7/19/22 18:30,29.865
,,
13165,7/19/22 19:00,29.84
,,
13166,7/19/22 19:30,29.84
,,
13167,7/19/22 20:00,29.84
,,
13168,7/19/22 20:30,29.69
,,
13169,7/19/22 21:00,29.715
,,
13170,7/19/22 21:30,29.69
,,
13171,7/19/22 22:00,29.74
,,
13172,7/19/22 22:30,29.815
,,
13173,7/19/22 23:00,29.79
,,
13174,7/19/22 23:30,29.715
,,
13175,7/20/22 0:00,29.715
,,
13176,7/20/22 0:30,29.715
,,
13177,7/20/22 1:00,29.715
,,
13178,7/20/22 1:30,29.715
,,
13179,7/20/22 2:00,29.69
,,
13180,7/20/22 2:30,29.665
,,
13181,7/20/22 3:00,29.665
,,
13182,7/20/22 3:30,29.665
,,
13183,7/20/22 4:00,29.64
,,
13184,7/20/22 4:30,29.64
,,
13185,7/20/22 5:00,29.64
,,
13186,7/20/22 5:30,29.64
,,
13187,7/20/22 6:00,29.64
,,
13188,7/20/22 6:30,29.64
,,
13189,7/20/22 7:00,29.64
,,
13190,7/20/22 7:30,29.665
,,
13191,7/20/22 8:00,29.69
,,
13192,7/20/22 8:30,29.765
,,
13193,7/20/22 9:00,29.74
,,
13194,7/20/22 9:30,29.815
,,
13195,7/20/22 10:00,29.84
,,
13196,7/20/22 10:30,29.815
,,
13197,7/20/22 11:00,29.765
,,
13198,7/20/22 11:30,29.79
,,
13199,7/20/22 12:00,29.865
,,
13200,7/20/22 12:30,29.84
,,
13201,7/20/22 13:00,30.016
,,
13202,7/20/22 13:30,29.966
,,
13203,7/20/22 14:00,29.865
,,
13204,7/20/22 14:30,29.865
,,
13205,7/20/22 15:00,29.74
,,
13206,7/20/22 15:30,29.765
,,
13207,7/20/22 16:00,29.665
,,
13208,7/20/22 16:30,29.565
,,
13209,7/20/22 17:00,29.565
,,
13210,7/20/22 17:30,29.515
,,
13211,7/20/22 18:00,29.464
,,
13212,7/20/22 18:30,29.439
,,
13213,7/20/22 19:00,29.365
,,
13214,7/20/22 19:30,29.34
,,
13215,7/20/22 20:00,29.365
,,
13216,7/20/22 20:30,29.34
,,
13217,7/20/22 21:00,29.365
,,
13218,7/20/22 21:30,29.365
,,
13219,7/20/22 22:00,29.365
,,
13220,7/20/22 22:30,29.365
,,
13221,7/20/22 23:00,29.389
,,
13222,7/20/22 23:30,29.34
,,
13223,7/21/22 0:00,29.34
,,
13224,7/21/22 0:30,29.315
,,
13225,7/21/22 1:00,29.29
,,
13226,7/21/22 1:30,29.29
,,
13227,7/21/22 2:00,29.315
,,
13228,7/21/22 2:30,29.315
,,
13229,7/21/22 3:00,29.315
,,
13230,7/21/22 3:30,29.315
,,
13231,7/21/22 4:00,29.315
,,
13232,7/21/22 4:30,29.34
,,
13233,7/21/22 5:00,29.34
,,
13234,7/21/22 5:30,29.34
,,
13235,7/21/22 6:00,29.34
,,
13236,7/21/22 6:30,29.365
,,
13237,7/21/22 7:00,29.365
,,
13238,7/21/22 7:30,29.389
,,
13239,7/21/22 8:00,29.414
,,
13240,7/21/22 8:30,29.439
,,
13241,7/21/22 9:00,29.49
,,
13242,7/21/22 9:30,29.515
,,
13243,7/21/22 10:00,29.515
,,
13244,7/21/22 10:30,29.54
,,
13245,7/21/22 11:00,29.565
,,
13246,7/21/22 11:30,29.64
,,
13247,7/21/22 12:00,29.54
,,
13248,7/21/22 12:30,29.565
,,
13249,7/21/22 13:00,29.515
,,
13250,7/21/22 13:30,29.54
,,
13251,7/21/22 14:00,29.439
,,
13252,7/21/22 14:30,29.515
,,
13253,7/21/22 15:00,29.515
,,
13254,7/21/22 15:30,29.464
,,
13255,7/21/22 16:00,29.49
,,
13256,7/21/22 16:30,29.464
,,
13257,7/21/22 17:00,29.464
,,
13258,7/21/22 17:30,29.439
,,
13259,7/21/22 18:00,29.439
,,
13260,7/21/22 18:30,29.464
,,
13261,7/21/22 19:00,29.439
,,
13262,7/21/22 19:30,29.464
,,
13263,7/21/22 20:00,29.464
,,
13264,7/21/22 20:30,29.515
,,
13265,7/21/22 21:00,29.54
,,
13266,7/21/22 21:30,29.54
,,
13267,7/21/22 22:00,29.565
,,
13268,7/21/22 22:30,29.59
,,
13269,7/21/22 23:00,29.615
,,
13270,7/21/22 23:30,29.665
,,
13271,7/22/22 0:00,29.69
,,
13272,7/22/22 0:30,29.69
,,
13273,7/22/22 1:00,29.665
,,
13274,7/22/22 1:30,29.665
,,
13275,7/22/22 2:00,29.64
,,
13276,7/22/22 2:30,29.64
,,
13277,7/22/22 3:00,29.64
,,
13278,7/22/22 3:30,29.64
,,
13279,7/22/22 4:00,29.64
,,
13280,7/22/22 4:30,29.64
,,
13281,7/22/22 5:00,29.64
,,
13282,7/22/22 5:30,29.64
,,
13283,7/22/22 6:00,29.64
,,
13284,7/22/22 6:30,29.64
,,
13285,7/22/22 7:00,29.64
,,
13286,7/22/22 7:30,29.665
,,
13287,7/22/22 8:00,29.665
,,
13288,7/22/22 8:30,29.715
,,
13289,7/22/22 9:00,29.715
,,
13290,7/22/22 9:30,29.765
,,
13291,7/22/22 10:00,29.79
,,
13292,7/22/22 10:30,29.84
,,
13293,7/22/22 11:00,29.865
,,
13294,7/22/22 11:30,29.84
,,
13295,7/22/22 12:00,29.84
,,
13296,7/22/22 12:30,29.89
,,
13297,7/22/22 13:00,29.84
,,
13298,7/22/22 13:30,29.865
,,
13299,7/22/22 14:00,29.84
,,
13300,7/22/22 14:30,29.865
,,
13301,7/22/22 15:00,29.84
,,
13302,7/22/22 15:30,29.715
,,
13303,7/22/22 16:00,29.64
,,
13304,7/22/22 16:30,29.64
,,
13305,7/22/22 17:00,29.515
,,
13306,7/22/22 17:30,29.515
,,
13307,7/22/22 18:00,29.365
,,
13308,7/22/22 18:30,29.365
,,
13309,7/22/22 19:00,29.315
,,
13310,7/22/22 19:30,29.265
,,
13311,7/22/22 20:00,29.265
,,
13312,7/22/22 20:30,29.365
,,
13313,7/22/22 21:00,29.389
,,
13314,7/22/22 21:30,29.389
,,
13315,7/22/22 22:00,29.414
,,
13316,7/22/22 22:30,29.414
,,
13317,7/22/22 23:00,29.414
,,
13318,7/22/22 23:30,29.414
,,
13319,7/23/22 0:00,29.414
,,
13320,7/23/22 0:30,29.439
,,
13321,7/23/22 1:00,29.439
,,
13322,7/23/22 1:30,29.49
,,
13323,7/23/22 2:00,29.54
,,
13324,7/23/22 2:30,29.565
,,
13325,7/23/22 3:00,29.59
,,
13326,7/23/22 3:30,29.615
,,
13327,7/23/22 4:00,29.665
,,
13328,7/23/22 4:30,29.69
,,
13329,7/23/22 5:00,29.715
,,
13330,7/23/22 5:30,29.715
,,
13331,7/23/22 6:00,29.715
,,
13332,7/23/22 6:30,29.715
,,
13333,7/23/22 7:00,29.715
,,
13334,7/23/22 7:30,29.715
,,
13335,7/23/22 8:00,29.815
,,
13336,7/23/22 8:30,29.815
,,
13337,7/23/22 9:00,29.815
,,
13338,7/23/22 9:30,29.815
,,
13339,7/23/22 10:00,29.815
,,
13340,7/23/22 10:30,29.84
,,
13341,7/23/22 11:00,29.941
,,
13342,7/23/22 11:30,29.916
,,
13343,7/23/22 12:00,29.916
,,
13344,7/23/22 12:30,29.966
,,
13345,7/23/22 13:00,29.916
,,
13346,7/23/22 13:30,29.89
,,
13347,7/23/22 14:00,29.765
,,
13348,7/23/22 14:30,29.79
,,
13349,7/23/22 15:00,29.916
,,
13350,7/23/22 15:30,30.041
,,
13351,7/23/22 16:00,29.966
,,
13352,7/23/22 16:30,29.916
,,
13353,7/23/22 17:00,29.966
,,
13354,7/23/22 17:30,29.89
,,
13355,7/23/22 18:00,29.89
,,
13356,7/23/22 18:30,29.865
,,
13357,7/23/22 19:00,29.865
,,
13358,7/23/22 19:30,29.865
,,
13359,7/23/22 20:00,29.865
,,
13360,7/23/22 20:30,29.865
,,
13361,7/23/22 21:00,29.865
,,
13362,7/23/22 21:30,29.865
,,
13363,7/23/22 22:00,29.865
,,
13364,7/23/22 22:30,29.865
,,
13365,7/23/22 23:00,29.865
,,
13366,7/23/22 23:30,29.84
,,
13367,7/24/22 0:00,29.84
,,
13368,7/24/22 0:30,29.84
,,
13369,7/24/22 1:00,29.815
,,
13370,7/24/22 1:30,29.815
,,
13371,7/24/22 2:00,29.815
,,
13372,7/24/22 2:30,29.815
,,
13373,7/24/22 3:00,29.815
,,
13374,7/24/22 3:30,29.815
,,
13375,7/24/22 4:00,29.815
,,
13376,7/24/22 4:30,29.815
,,
13377,7/24/22 5:00,29.815
,,
13378,7/24/22 5:30,29.79
,,
13379,7/24/22 6:00,29.74
,,
13380,7/24/22 6:30,29.74
,,
13381,7/24/22 7:00,29.665
,,
13382,7/24/22 7:30,29.64
,,
13383,7/24/22 8:00,29.665
,,
13384,7/24/22 8:30,29.69
,,
13385,7/24/22 9:00,29.715
,,
13386,7/24/22 9:30,29.74
,,
13387,7/24/22 10:00,29.715
,,
13388,7/24/22 10:30,29.74
,,
13389,7/24/22 11:00,29.79
,,
13390,7/24/22 11:30,29.84
,,
13391,7/24/22 12:00,29.79
,,
13392,7/24/22 12:30,29.69
,,
13393,7/24/22 13:00,29.64
,,
13394,7/24/22 13:30,29.74
,,
13395,7/24/22 14:00,29.715
,,
13396,7/24/22 14:30,29.74
,,
13397,7/24/22 15:00,29.765
,,
13398,7/24/22 15:30,29.79
,,
13399,7/24/22 16:00,29.715
,,
13400,7/24/22 16:30,29.765
,,
13401,7/24/22 17:00,29.765
,,
13402,7/24/22 17:30,29.74
,,
13403,7/24/22 18:00,29.715
,,
13404,7/24/22 18:30,29.69
,,
13405,7/24/22 19:00,29.665
,,
13406,7/24/22 19:30,29.64
,,
13407,7/24/22 20:00,29.615
,,
13408,7/24/22 20:30,29.615
,,
13409,7/24/22 21:00,29.615
,,
13410,7/24/22 21:30,29.59
,,
13411,7/24/22 22:00,29.59
,,
13412,7/24/22 22:30,29.59
,,
13413,7/24/22 23:00,29.59
,,
13414,7/24/22 23:30,29.59
,,
13415,7/25/22 0:00,29.565
,,
13416,7/25/22 0:30,29.515
,,
13417,7/25/22 1:00,29.515
,,
13418,7/25/22 1:30,29.515
,,
13419,7/25/22 2:00,29.49
,,
13420,7/25/22 2:30,29.49
,,
13421,7/25/22 3:00,29.515
,,
13422,7/25/22 3:30,29.49
,,
13423,7/25/22 4:00,29.49
,,
13424,7/25/22 4:30,29.49
,,
13425,7/25/22 5:00,29.49
,,
13426,7/25/22 5:30,29.515
,,
13427,7/25/22 6:00,29.515
,,
13428,7/25/22 6:30,29.515
,,
13429,7/25/22 7:00,29.515
,,
13430,7/25/22 7:30,29.515
,,
13431,7/25/22 8:00,29.54
,,
13432,7/25/22 8:30,29.54
,,
13433,7/25/22 9:00,29.565
,,
13434,7/25/22 9:30,29.565
,,
13435,7/25/22 10:00,29.615
,,
13436,7/25/22 10:30,29.64
,,
13437,7/25/22 11:00,29.74
,,
13438,7/25/22 11:30,29.765
,,
13439,7/25/22 12:00,29.765
,,
13440,7/25/22 12:30,29.815
,,
13441,7/25/22 13:00,29.89
,,
13442,7/25/22 13:30,29.865
,,
13443,7/25/22 14:00,29.916
,,
13444,7/25/22 14:30,29.966
,,
13445,7/25/22 15:00,29.89
,,
13446,7/25/22 15:30,29.865
,,
13447,7/25/22 16:00,29.865
,,
13448,7/25/22 16:30,29.815
,,
13449,7/25/22 17:00,29.79
,,
13450,7/25/22 17:30,29.74
,,
13451,7/25/22 18:00,29.715
,,
13452,7/25/22 18:30,29.69
,,
13453,7/25/22 19:00,29.665
,,
13454,7/25/22 19:30,29.665
,,
13455,7/25/22 20:00,29.64
,,
13456,7/25/22 20:30,29.64
,,
13457,7/25/22 21:00,29.64
,,
13458,7/25/22 21:30,29.615
,,
13459,7/25/22 22:00,29.59
,,
13460,7/25/22 22:30,29.54
,,
13461,7/25/22 23:00,29.565
,,
13462,7/25/22 23:30,29.565
,,
13463,7/26/22 0:00,29.565
,,
13464,7/26/22 0:30,29.565
,,
13465,7/26/22 1:00,29.565
,,
13466,7/26/22 1:30,29.565
,,
13467,7/26/22 2:00,29.54
,,
13468,7/26/22 2:30,29.565
,,
13469,7/26/22 3:00,29.565
,,
13470,7/26/22 3:30,29.59
,,
13471,7/26/22 4:00,29.59
,,
13472,7/26/22 4:30,29.565
,,
13473,7/26/22 5:00,29.565
,,
13474,7/26/22 5:30,29.49
,,
13475,7/26/22 6:00,29.49
,,
13476,7/26/22 6:30,29.515
,,
13477,7/26/22 7:00,29.54
,,
13478,7/26/22 7:30,29.54
,,
13479,7/26/22 8:00,29.565
,,
13480,7/26/22 8:30,29.615
,,
13481,7/26/22 9:00,29.615
,,
13482,7/26/22 9:30,29.615
,,
13483,7/26/22 10:00,29.69
,,
13484,7/26/22 10:30,29.69
,,
13485,7/26/22 11:00,29.79
,,
13486,7/26/22 11:30,29.941
,,
13487,7/26/22 12:00,30.066
,,
13488,7/26/22 12:30,30.117
,,
13489,7/26/22 13:00,29.991
,,
13490,7/26/22 13:30,30.016
,,
13491,7/26/22 14:00,29.79
,,
13492,7/26/22 14:30,29.865
,,
13493,7/26/22 15:00,29.966
,,
13494,7/26/22 15:30,30.016
,,
13495,7/26/22 16:00,29.89
,,
13496,7/26/22 16:30,29.79
,,
13497,7/26/22 17:00,29.815
,,
13498,7/26/22 17:30,29.79
,,
13499,7/26/22 18:00,29.74
,,
13500,7/26/22 18:30,29.715
,,
13501,7/26/22 19:00,29.715
,,
13502,7/26/22 19:30,29.74
,,
13503,7/26/22 20:00,29.74
,,
13504,7/26/22 20:30,29.74
,,
13505,7/26/22 21:00,29.74
,,
13506,7/26/22 21:30,29.74
,,
13507,7/26/22 22:00,29.74
,,
13508,7/26/22 22:30,29.715
,,
13509,7/26/22 23:00,29.69
,,
13510,7/26/22 23:30,29.69
,,
13511,7/27/22 0:00,29.715
,,
13512,7/27/22 0:30,29.69
,,
13513,7/27/22 1:00,29.69
,,
13514,7/27/22 1:30,29.665
,,
13515,7/27/22 2:00,29.665
,,
13516,7/27/22 2:30,29.69
,,
13517,7/27/22 3:00,29.665
,,
13518,7/27/22 3:30,29.665
,,
13519,7/27/22 4:00,29.715
,,
13520,7/27/22 4:30,29.715
,,
13521,7/27/22 5:00,29.715
,,
13522,7/27/22 5:30,29.665
,,
13523,7/27/22 6:00,29.615
,,
13524,7/27/22 6:30,29.64
,,
13525,7/27/22 7:00,29.665
,,
13526,7/27/22 7:30,29.69
,,
13527,7/27/22 8:00,29.715
,,
13528,7/27/22 8:30,29.74
,,
13529,7/27/22 9:00,29.79
,,
13530,7/27/22 9:30,29.84
,,
13531,7/27/22 10:00,29.84
,,
13532,7/27/22 10:30,29.865
,,
13533,7/27/22 11:00,30.016
,,
13534,7/27/22 11:30,29.79
,,
13535,7/27/22 12:00,29.89
,,
13536,7/27/22 12:30,29.815
,,
13537,7/27/22 13:00,29.941
,,
13538,7/27/22 13:30,30.016
,,
13539,7/27/22 14:00,30.016
,,
13540,7/27/22 14:30,30.016
,,
13541,7/27/22 15:00,29.815
,,
13542,7/27/22 15:30,29.79
,,
13543,7/27/22 16:00,29.84
,,
13544,7/27/22 16:30,29.815
,,
13545,7/27/22 17:00,29.865
,,
13546,7/27/22 17:30,29.84
,,
13547,7/27/22 18:00,29.815
,,
13548,7/27/22 18:30,29.815
,,
13549,7/27/22 19:00,29.79
,,
13550,7/27/22 19:30,29.815
,,
13551,7/27/22 20:00,29.815
,,
13552,7/27/22 20:30,29.815
,,
13553,7/27/22 21:00,29.815
,,
13554,7/27/22 21:30,29.815
,,
13555,7/27/22 22:00,29.815
,,
13556,7/27/22 22:30,29.79
,,
13557,7/27/22 23:00,29.79
,,
13558,7/27/22 23:30,29.79
,,
13559,7/28/22 0:00,29.765
,,
13560,7/28/22 0:30,29.765
,,
13561,7/28/22 1:00,29.79
,,
13562,7/28/22 1:30,29.79
,,
13563,7/28/22 2:00,29.765
,,
13564,7/28/22 2:30,29.765
,,
13565,7/28/22 3:00,29.765
,,
13566,7/28/22 3:30,29.765
,,
13567,7/28/22 4:00,29.79
,,
13568,7/28/22 4:30,29.765
,,
13569,7/28/22 5:00,29.765
,,
13570,7/28/22 5:30,29.74
,,
13571,7/28/22 6:00,29.715
,,
13572,7/28/22 6:30,29.715
,,
13573,7/28/22 7:00,29.74
,,
13574,7/28/22 7:30,29.715
,,
13575,7/28/22 8:00,29.74
,,
13576,7/28/22 8:30,29.74
,,
13577,7/28/22 9:00,29.765
,,
13578,7/28/22 9:30,29.89
,,
13579,7/28/22 10:00,29.89
,,
13580,7/28/22 10:30,29.916
,,
13581,7/28/22 11:00,29.815
,,
13582,7/28/22 11:30,29.79
,,
13583,7/28/22 12:00,29.916
,,
13584,7/28/22 12:30,29.865
,,
13585,7/28/22 13:00,29.941
,,
13586,7/28/22 13:30,30.016
,,
13587,7/28/22 14:00,30.041
,,
13588,7/28/22 14:30,30.041
,,
13589,7/28/22 15:00,30.016
,,
13590,7/28/22 15:30,30.016
,,
13591,7/28/22 16:00,29.966
,,
13592,7/28/22 16:30,29.941
,,
13593,7/28/22 17:00,29.916
,,
13594,7/28/22 17:30,29.89
,,
13595,7/28/22 18:00,29.865
,,
13596,7/28/22 18:30,29.84
,,
13597,7/28/22 19:00,29.84
,,
13598,7/28/22 19:30,29.84
,,
13599,7/28/22 20:00,29.84
,,
13600,7/28/22 20:30,29.84
,,
13601,7/28/22 21:00,29.84
,,
13602,7/28/22 21:30,29.815
,,
13603,7/28/22 22:00,29.79
,,
13604,7/28/22 22:30,29.765
,,
13605,7/28/22 23:00,29.765
,,
13606,7/28/22 23:30,29.74
,,
13607,7/29/22 0:00,29.715
,,
13608,7/29/22 0:30,29.69
,,
13609,7/29/22 1:00,29.665
,,
13610,7/29/22 1:30,29.665
,,
13611,7/29/22 2:00,29.69
,,
13612,7/29/22 2:30,29.69
,,
13613,7/29/22 3:00,29.69
,,
13614,7/29/22 3:30,29.69
,,
13615,7/29/22 4:00,29.69
,,
13616,7/29/22 4:30,29.69
,,
13617,7/29/22 5:00,29.69
,,
13618,7/29/22 5:30,29.69
,,
13619,7/29/22 6:00,29.715
,,
13620,7/29/22 6:30,29.715
,,
13621,7/29/22 7:00,29.715
,,
13622,7/29/22 7:30,29.74
,,
13623,7/29/22 8:00,29.74
,,
13624,7/29/22 8:30,29.765
,,
13625,7/29/22 9:00,29.815
,,
13626,7/29/22 9:30,29.84
,,
13627,7/29/22 10:00,29.966
,,
13628,7/29/22 10:30,29.991
,,
13629,7/29/22 11:00,29.84
,,
13630,7/29/22 11:30,29.84
,,
13631,7/29/22 12:00,29.84
,,
13632,7/29/22 12:30,29.89
,,
13633,7/29/22 13:00,29.916
,,
13634,7/29/22 13:30,30.016
,,
13635,7/29/22 14:00,30.091
,,
13636,7/29/22 14:30,29.991
,,
13637,7/29/22 15:00,29.991
,,
13638,7/29/22 15:30,29.991
,,
13639,7/29/22 16:00,29.966
,,
13640,7/29/22 16:30,29.941
,,
13641,7/29/22 17:00,29.916
,,
13642,7/29/22 17:30,29.865
,,
13643,7/29/22 18:00,29.815
,,
13644,7/29/22 18:30,29.79
,,
13645,7/29/22 19:00,29.765
,,
13646,7/29/22 19:30,29.765
,,
13647,7/29/22 20:00,29.765
,,
13648,7/29/22 20:30,29.765
,,
13649,7/29/22 21:00,29.74
,,
13650,7/29/22 21:30,29.74
,,
13651,7/29/22 22:00,29.74
,,
