FID1	ID1	FID2	ID2	NSNP	HETHET	IBS0	KINSHIP
84-CC-DD-80	84-CC-DD-80	102-CC-DD-82	102-CC-DD-82	767	0.17601	0.0899609	-0.0105634
84-CC-DD-80	84-CC-DD-80	108-CC-DD-94	108-CC-DD-94	718	0.167131	0.0724234	0.00102041
84-CC-DD-80	84-CC-DD-80	114-MF-SD-45	114-MF-SD-45	749	0.142857	0.173565	-0.305871
84-CC-DD-80	84-CC-DD-80	117-MF-SD-44	117-MF-SD-44	666	0.157658	0.183183	-0.328947
84-CC-DD-80	84-CC-DD-80	123-CC-DD-81	123-CC-DD-81	780	0.147436	0.176923	-0.335551
84-CC-DD-80	84-CC-DD-80	23-MF10-1a	23-MF10-1a	788	0.14467	0.153553	-0.254562
84-CC-DD-80	84-CC-DD-80	25-CC40-2b	25-CC40-2b	799	0.150188	0.176471	-0.316364
84-CC-DD-80	84-CC-DD-80	27-MF40-2b	27-MF40-2b	788	0.162437	0.111675	-0.122624
84-CC-DD-80	84-CC-DD-80	28-CC10-9b	28-CC10-9b	755	0.145695	0.121854	-0.171206
84-CC-DD-80	84-CC-DD-80	31-MF40-5b	31-MF40-5b	669	0.161435	0.104634	-0.110987
84-CC-DD-80	84-CC-DD-80	32-CC10-1b	32-CC10-1b	561	0.163993	0.108734	-0.0968586
84-CC-DD-80	84-CC-DD-80	35-MF40-1b	35-MF40-1b	807	0.182156	0.138786	-0.157285
84-CC-DD-80	84-CC-DD-80	37-CC40-8b	37-CC40-8b	810	0.149383	0.0493827	0.0444444
84-CC-DD-80	84-CC-DD-80	4-MF10-4a	4-MF10-4a	740	0.162162	0.17973	-0.302124
84-CC-DD-80	84-CC-DD-80	42-MF10-10b	42-MF10-10b	782	0.143223	0.180307	-0.339219
84-CC-DD-80	84-CC-DD-80	48-CC10-6b	48-CC10-6b	437	0.160183	0.107551	-0.0784314
84-CC-DD-80	84-CC-DD-80	63-MF-SS-60	63-MF-SS-60	717	0.167364	0.178522	-0.307927
84-CC-DD-80	84-CC-DD-80	66-MF-DS-52	66-MF-DS-52	341	0.152493	0.11437	-0.131696
84-CC-DD-80	84-CC-DD-80	73-CC-SS-38	73-CC-SS-38	475	0.143158	0.143158	-0.21131
84-CC-DD-80	84-CC-DD-80	75-CC-DD-84	75-CC-DD-84	786	0.193384	0.0826972	0.0126689
84-CC-DD-80	84-CC-DD-80	78-MF-DS-54	78-MF-DS-54	72	0.111111	0.138889	-0.309524
84-CC-DD-80	84-CC-DD-80	80-1-CC-DS-86	80-1-CC-DS-86	789	0.153359	0.171103	-0.280357
84-CC-DD-80	84-CC-DD-80	81-CC-DS-87	81-CC-DS-87	542	0.171587	0.097786	-0.0376214
91-CC-DS-89	91-CC-DS-89	100-CC-SD-73	100-CC-SD-73	311	0.170418	0.096463	-0.0384615
91-CC-DS-89	91-CC-DS-89	102-CC-DD-82	102-CC-DD-82	439	0.150342	0.116173	-0.147727
91-CC-DS-89	91-CC-DS-89	108-CC-DD-94	108-CC-DD-94	448	0.147321	0.0758929	-0.0672414
91-CC-DS-89	91-CC-DS-89	114-MF-SD-45	114-MF-SD-45	455	0.153846	0.134066	-0.204839
91-CC-DS-89	91-CC-DS-89	117-MF-SD-44	117-MF-SD-44	459	0.169935	0.141612	-0.186728
91-CC-DS-89	91-CC-DS-89	123-CC-DD-81	123-CC-DD-81	463	0.166307	0.144708	-0.177746
91-CC-DS-89	91-CC-DS-89	23-MF10-1a	23-MF10-1a	458	0.170306	0.139738	-0.168675
91-CC-DS-89	91-CC-DS-89	25-CC40-2b	25-CC40-2b	463	0.168467	0.146868	-0.178161
91-CC-DS-89	91-CC-DS-89	27-MF40-2b	27-MF40-2b	454	0.145374	0.0770925	-0.0583333
91-CC-DS-89	91-CC-DS-89	28-CC10-9b	28-CC10-9b	463	0.131749	0.136069	-0.287931
91-CC-DS-89	91-CC-DS-89	31-MF40-5b	31-MF40-5b	415	0.139759	0.0843373	-0.105263
91-CC-DS-89	91-CC-DS-89	32-CC10-1b	32-CC10-1b	410	0.146341	0.114634	-0.201172
91-CC-DS-89	91-CC-DS-89	35-MF40-1b	35-MF40-1b	469	0.202559	0.110874	-0.040107
91-CC-DS-89	91-CC-DS-89	37-CC40-8b	37-CC40-8b	472	0.154661	0.0932203	-0.109272
91-CC-DS-89	91-CC-DS-89	4-MF10-4a	4-MF10-4a	440	0.163636	0.140909	-0.197712
91-CC-DS-89	91-CC-DS-89	42-MF10-10b	42-MF10-10b	466	0.145923	0.141631	-0.25974
91-CC-DS-89	91-CC-DS-89	48-CC10-6b	48-CC10-6b	396	0.161616	0.0959596	-0.0961538
91-CC-DS-89	91-CC-DS-89	49-CC40-1b	49-CC40-1b	443	0.1693	0.0767494	-0.00471698
91-CC-DS-89	91-CC-DS-89	63-MF-SS-60	63-MF-SS-60	451	0.175166	0.13969	-0.164634
91-CC-DS-89	91-CC-DS-89	66-MF-DS-52	66-MF-DS-52	325	0.169231	0.0923077	-0.0647321
91-CC-DS-89	91-CC-DS-89	73-CC-SS-38	73-CC-SS-38	413	0.121065	0.140436	-0.336
91-CC-DS-89	91-CC-DS-89	78-MF-DS-54	78-MF-DS-54	75	0.146667	0.12	-0.1875
91-CC-DS-89	91-CC-DS-89	80-1-CC-DS-86	80-1-CC-DS-86	465	0.169892	0.139785	-0.150838
91-CC-DS-89	91-CC-DS-89	81-CC-DS-87	81-CC-DS-87	402	0.156716	0.10199	-0.105634
91-CC-DS-89	91-CC-DS-89	84-CC-DD-80	84-CC-DD-80	275	0.181818	0.0581818	0.0763889
94-CC-SS-37	94-CC-SS-37	100-CC-SD-73	100-CC-SD-73	601	0.121464	0.106489	-0.228198
94-CC-SS-37	94-CC-SS-37	102-CC-DD-82	102-CC-DD-82	3317	0.13054	0.118179	-0.242958
94-CC-SS-37	94-CC-SS-37	108-CC-DD-94	108-CC-DD-94	2224	0.123651	0.132194	-0.277736
94-CC-SS-37	94-CC-SS-37	114-MF-SD-45	114-MF-SD-45	3312	0.124698	0.221316	-0.5667
94-CC-SS-37	94-CC-SS-37	117-MF-SD-44	117-MF-SD-44	3423	0.122115	0.22787	-0.5811
94-CC-SS-37	94-CC-SS-37	123-CC-DD-81	123-CC-DD-81	3846	0.116225	0.219449	-0.536454
94-CC-SS-37	94-CC-SS-37	23-MF10-1a	23-MF10-1a	4114	0.130287	0.204181	-0.493421
94-CC-SS-37	94-CC-SS-37	25-CC40-2b	25-CC40-2b	4183	0.11475	0.218743	-0.537214
94-CC-SS-37	94-CC-SS-37	27-MF40-2b	27-MF40-2b	3145	0.120191	0.118283	-0.230749
94-CC-SS-37	94-CC-SS-37	28-CC10-9b	28-CC10-9b	3974	0.140916	0.046301	0.0755861
94-CC-SS-37	94-CC-SS-37	31-MF40-5b	31-MF40-5b	3204	0.130462	0.107678	-0.188601
94-CC-SS-37	94-CC-SS-37	32-CC10-1b	32-CC10-1b	2342	0.137062	0.0982067	-0.124468
94-CC-SS-37	94-CC-SS-37	35-MF40-1b	35-MF40-1b	4067	0.135727	0.162282	-0.396312
94-CC-SS-37	94-CC-SS-37	37-CC40-8b	37-CC40-8b	3913	0.130335	0.133401	-0.257923
94-CC-SS-37	94-CC-SS-37	4-MF10-4a	4-MF10-4a	3739	0.119283	0.221984	-0.56441
94-CC-SS-37	94-CC-SS-37	42-MF10-10b	42-MF10-10b	4195	0.122527	0.215733	-0.528604
94-CC-SS-37	94-CC-SS-37	48-CC10-6b	48-CC10-6b	1454	0.122421	0.100413	-0.193155
94-CC-SS-37	94-CC-SS-37	49-CC40-1b	49-CC40-1b	3803	0.115435	0.135945	-0.271048
94-CC-SS-37	94-CC-SS-37	63-MF-SS-60	63-MF-SS-60	3918	0.121491	0.22537	-0.560606
94-CC-SS-37	94-CC-SS-37	66-MF-DS-52	66-MF-DS-52	817	0.122399	0.140759	-0.326754
94-CC-SS-37	94-CC-SS-37	73-CC-SS-38	73-CC-SS-38	2177	0.140101	0.0463941	0.0654671
94-CC-SS-37	94-CC-SS-37	75-CC-DD-84	75-CC-DD-84	4120	0.128398	0.13301	-0.263435
94-CC-SS-37	94-CC-SS-37	78-MF-DS-54	78-MF-DS-54	86	0.162791	0.162791	-0.268519
94-CC-SS-37	94-CC-SS-37	80-1-CC-DS-86	80-1-CC-DS-86	4162	0.114849	0.222009	-0.552896
94-CC-SS-37	94-CC-SS-37	81-CC-DS-87	81-CC-DS-87	1369	0.129291	0.1271	-0.26764
94-CC-SS-37	94-CC-SS-37	84-CC-DD-80	84-CC-DD-80	567	0.146384	0.151675	-0.334848
94-CC-SS-37	94-CC-SS-37	91-CC-DS-89	91-CC-DS-89	444	0.114865	0.123874	-0.300752
97-MF-SS-64	97-MF-SS-64	100-CC-SD-73	100-CC-SD-73	481	0.149688	0.0665281	0.0014881
97-MF-SS-64	97-MF-SS-64	102-CC-DD-82	102-CC-DD-82	645	0.153488	0.0790698	-0.0302326
97-MF-SS-64	97-MF-SS-64	108-CC-DD-94	108-CC-DD-94	668	0.149701	0.0808383	-0.0372807
97-MF-SS-64	97-MF-SS-64	117-MF-SD-44	117-MF-SD-44	761	0.120894	0.178712	-0.4
97-MF-SS-64	97-MF-SS-64	123-CC-DD-81	123-CC-DD-81	697	0.123386	0.166428	-0.343478
97-MF-SS-64	97-MF-SS-64	23-MF10-1a	23-MF10-1a	733	0.113233	0.171896	-0.412281
97-MF-SS-64	97-MF-SS-64	25-CC40-2b	25-CC40-2b	738	0.121951	0.170732	-0.378692
97-MF-SS-64	97-MF-SS-64	27-MF40-2b	27-MF40-2b	658	0.168693	0.0896657	-0.034292
97-MF-SS-64	97-MF-SS-64	28-CC10-9b	28-CC10-9b	721	0.12344	0.137309	-0.301163
97-MF-SS-64	97-MF-SS-64	31-MF40-5b	31-MF40-5b	679	0.16053	0.095729	-0.0833333
97-MF-SS-64	97-MF-SS-64	32-CC10-1b	32-CC10-1b	613	0.150082	0.0815661	-0.0673575
97-MF-SS-64	97-MF-SS-64	35-MF40-1b	35-MF40-1b	703	0.145092	0.123755	-0.146887
97-MF-SS-64	97-MF-SS-64	37-CC40-8b	37-CC40-8b	695	0.174101	0.0820144	-0.00414938
97-MF-SS-64	97-MF-SS-64	4-MF10-4a	4-MF10-4a	686	0.118076	0.174927	-0.426887
97-MF-SS-64	97-MF-SS-64	48-CC10-6b	48-CC10-6b	602	0.151163	0.0730897	-0.0194175
97-MF-SS-64	97-MF-SS-64	49-CC40-1b	49-CC40-1b	675	0.151111	0.0725926	-0.027907
97-MF-SS-64	97-MF-SS-64	63-MF-SS-60	63-MF-SS-60	737	0.118046	0.185889	-0.448913
97-MF-SS-64	97-MF-SS-64	66-MF-DS-52	66-MF-DS-52	464	0.137931	0.0775862	-0.0393082
97-MF-SS-64	97-MF-SS-64	73-CC-SS-38	73-CC-SS-38	626	0.13099	0.132588	-0.256545
97-MF-SS-64	97-MF-SS-64	75-CC-DD-84	75-CC-DD-84	728	0.164835	0.0892857	-0.0234962
97-MF-SS-64	97-MF-SS-64	78-MF-DS-54	78-MF-DS-54	84	0.178571	0.0952381	-0.03
97-MF-SS-64	97-MF-SS-64	80-1-CC-DS-86	80-1-CC-DS-86	736	0.127717	0.169837	-0.344898
97-MF-SS-64	97-MF-SS-64	81-CC-DS-87	81-CC-DS-87	411	0.145985	0.0656934	-0.0186567
97-MF-SS-64	97-MF-SS-64	84-CC-DD-80	84-CC-DD-80	288	0.180556	0.0763889	0.0333333
97-MF-SS-64	97-MF-SS-64	91-CC-DS-89	91-CC-DS-89	312	0.182692	0.0865385	-0.0176991
97-MF-SS-64	97-MF-SS-64	94-CC-SS-37	94-CC-SS-37	670	0.129851	0.126866	-0.277062
98-MF-SS-69	98-MF-SS-69	100-CC-SD-73	100-CC-SD-73	681	0.138032	0.165932	-0.356308
98-MF-SS-69	98-MF-SS-69	102-CC-DD-82	102-CC-DD-82	4826	0.151678	0.122047	-0.123353
98-MF-SS-69	98-MF-SS-69	108-CC-DD-94	108-CC-DD-94	2956	0.153586	0.141407	-0.18656
98-MF-SS-69	98-MF-SS-69	114-MF-SD-45	114-MF-SD-45	5855	0.258412	0.0121264	0.291649
98-MF-SS-69	98-MF-SS-69	123-CC-DD-81	123-CC-DD-81	7328	0.227211	0.0236081	0.215348
98-MF-SS-69	98-MF-SS-69	23-MF10-1a	23-MF10-1a	7682	0.398204	0	0.481236
98-MF-SS-69	98-MF-SS-69	25-CC40-2b	25-CC40-2b	7663	0.229545	0.022837	0.219957
98-MF-SS-69	98-MF-SS-69	27-MF40-2b	27-MF40-2b	5213	0.146173	0.145598	-0.23652
98-MF-SS-69	98-MF-SS-69	28-CC10-9b	28-CC10-9b	6770	0.132053	0.183604	-0.476466
98-MF-SS-69	98-MF-SS-69	31-MF40-5b	31-MF40-5b	4916	0.147884	0.139951	-0.189021
98-MF-SS-69	98-MF-SS-69	32-CC10-1b	32-CC10-1b	2555	0.135812	0.186693	-0.34563
98-MF-SS-69	98-MF-SS-69	35-MF40-1b	35-MF40-1b	7318	0.255534	0.0213173	0.241798
98-MF-SS-69	98-MF-SS-69	37-CC40-8b	37-CC40-8b	6601	0.151947	0.125587	-0.176119
98-MF-SS-69	98-MF-SS-69	4-MF10-4a	4-MF10-4a	6158	0.245859	0.0113673	0.279848
98-MF-SS-69	98-MF-SS-69	42-MF10-10b	42-MF10-10b	7652	0.263461	0.0124151	0.292291
98-MF-SS-69	98-MF-SS-69	48-CC10-6b	48-CC10-6b	1538	0.146294	0.142393	-0.225379
98-MF-SS-69	98-MF-SS-69	49-CC40-1b	49-CC40-1b	6205	0.156003	0.147945	-0.245156
98-MF-SS-69	98-MF-SS-69	63-MF-SS-60	63-MF-SS-60	7061	0.252514	0.0137374	0.276854
98-MF-SS-69	98-MF-SS-69	66-MF-DS-52	66-MF-DS-52	789	0.112801	0.162231	-0.33563
98-MF-SS-69	98-MF-SS-69	73-CC-SS-38	73-CC-SS-38	2249	0.1245	0.212539	-0.492036
98-MF-SS-69	98-MF-SS-69	75-CC-DD-84	75-CC-DD-84	7311	0.183559	0.111613	-0.0710187
98-MF-SS-69	98-MF-SS-69	78-MF-DS-54	78-MF-DS-54	80	0.125	0.175	-0.40625
98-MF-SS-69	98-MF-SS-69	80-1-CC-DS-86	80-1-CC-DS-86	7658	0.229694	0.0229825	0.220405
98-MF-SS-69	98-MF-SS-69	81-CC-DS-87	81-CC-DS-87	1857	0.145934	0.124933	-0.143377
98-MF-SS-69	98-MF-SS-69	84-CC-DD-80	84-CC-DD-80	721	0.142857	0.156727	-0.288776
98-MF-SS-69	98-MF-SS-69	91-CC-DS-89	91-CC-DS-89	464	0.172414	0.137931	-0.171779
98-MF-SS-69	98-MF-SS-69	94-CC-SS-37	94-CC-SS-37	3579	0.125733	0.197821	-0.491833
98-MF-SS-69	98-MF-SS-69	97-MF-SS-64	97-MF-SS-64	707	0.121641	0.154173	-0.326754
99-MF-SD-43	99-MF-SD-43	100-CC-SD-73	100-CC-SD-73	769	0.16515	0.189857	-0.353282
99-MF-SD-43	99-MF-SD-43	102-CC-DD-82	102-CC-DD-82	4233	0.152138	0.143397	-0.190026
99-MF-SD-43	99-MF-SD-43	108-CC-DD-94	108-CC-DD-94	2835	0.152734	0.148854	-0.210329
99-MF-SD-43	99-MF-SD-43	114-MF-SD-45	114-MF-SD-45	7784	0.332091	0.0020555	0.390272
99-MF-SD-43	99-MF-SD-43	117-MF-SD-44	117-MF-SD-44	8847	0.403188	1.13033e-4	0.478856
99-MF-SD-43	99-MF-SD-43	123-CC-DD-81	123-CC-DD-81	8991	0.243243	0.0181292	0.244108
99-MF-SD-43	99-MF-SD-43	23-MF10-1a	23-MF10-1a	9266	0.268077	0.0180229	0.273865
99-MF-SD-43	99-MF-SD-43	25-CC40-2b	25-CC40-2b	9513	0.245769	0.0178703	0.246561
99-MF-SD-43	99-MF-SD-43	27-MF40-2b	27-MF40-2b	5140	0.138911	0.157393	-0.293591
99-MF-SD-43	99-MF-SD-43	28-CC10-9b	28-CC10-9b	7602	0.133912	0.194423	-0.504125
99-MF-SD-43	99-MF-SD-43	31-MF40-5b	31-MF40-5b	4585	0.140022	0.154198	-0.233735
99-MF-SD-43	99-MF-SD-43	32-CC10-1b	32-CC10-1b	2442	0.136773	0.207207	-0.409228
99-MF-SD-43	99-MF-SD-43	35-MF40-1b	35-MF40-1b	8406	0.262075	0.0166548	0.248434
99-MF-SD-43	99-MF-SD-43	37-CC40-8b	37-CC40-8b	6901	0.152731	0.144907	-0.229054
99-MF-SD-43	99-MF-SD-43	42-MF10-10b	42-MF10-10b	9450	0.331111	0.00296296	0.386543
99-MF-SD-43	99-MF-SD-43	48-CC10-6b	48-CC10-6b	1445	0.143253	0.161938	-0.281187
99-MF-SD-43	99-MF-SD-43	49-CC40-1b	49-CC40-1b	6136	0.147653	0.159876	-0.279133
99-MF-SD-43	99-MF-SD-43	63-MF-SS-60	63-MF-SS-60	9105	0.403295	3.29489e-4	0.477784
99-MF-SD-43	99-MF-SD-43	66-MF-DS-52	66-MF-DS-52	780	0.126923	0.158974	-0.292636
99-MF-SD-43	99-MF-SD-43	73-CC-SS-38	73-CC-SS-38	2160	0.126389	0.216204	-0.47409
99-MF-SD-43	99-MF-SD-43	75-CC-DD-84	75-CC-DD-84	8488	0.17778	0.128181	-0.121522
99-MF-SD-43	99-MF-SD-43	78-MF-DS-54	78-MF-DS-54	87	0.149425	0.091954	-0.0666667
99-MF-SD-43	99-MF-SD-43	80-1-CC-DS-86	80-1-CC-DS-86	9431	0.24833	0.0181317	0.250472
99-MF-SD-43	99-MF-SD-43	81-CC-DS-87	81-CC-DS-87	1677	0.159213	0.147287	-0.207012
99-MF-SD-43	99-MF-SD-43	84-CC-DD-80	84-CC-DD-80	714	0.170868	0.180672	-0.281128
99-MF-SD-43	99-MF-SD-43	91-CC-DS-89	91-CC-DS-89	440	0.172727	0.147727	-0.188679
99-MF-SD-43	99-MF-SD-43	94-CC-SS-37	94-CC-SS-37	3186	0.126805	0.228186	-0.579673
99-MF-SD-43	99-MF-SD-43	97-MF-SS-64	97-MF-SS-64	750	0.126667	0.169333	-0.33631
99-MF-SD-43	99-MF-SD-43	98-MF-SS-69	98-MF-SS-69	5676	0.248414	0.0151515	0.270722
